Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	728.319486000	728.321022000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	728.319486000	728.321022000	38000.000	81000.000	1.0000
2	Waveform 1	1	728.482814000	728.484350000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	728.482814000	728.484350000	38000.000	81000.000	1.0000
3	Waveform 1	1	728.647678000	728.650238000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	728.647678000	728.650238000	38000.000	81000.000	1.0000
4	Waveform 1	1	728.811518000	728.813054000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	728.811518000	728.813054000	38000.000	81000.000	1.0000
5	Waveform 1	1	728.888830000	728.891902000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	728.888830000	728.891902000	38000.000	81000.000	1.0000
6	Waveform 1	1	729.049598000	729.052158000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	729.049598000	729.052158000	38000.000	81000.000	1.0000
7	Waveform 1	1	729.212414000	729.214462000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	729.212414000	729.214462000	38000.000	81000.000	1.0000
8	Waveform 1	1	729.747454000	729.748990000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	729.747454000	729.748990000	38000.000	81000.000	1.0000
9	Waveform 1	1	1048.954366000	1048.955902000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	1048.954366000	1048.955902000	38000.000	81000.000	1.0000
10	Waveform 1	1	1049.146366000	1049.148414000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	1049.146366000	1049.148414000	38000.000	81000.000	1.0000
11	Waveform 1	1	1049.240574000	1049.243134000	38000.000	81000.000	0.8000
11	Spectrogram 1	1	1049.240574000	1049.243134000	38000.000	81000.000	0.8000
12	Waveform 1	1	1049.409022000	1049.410558000	38000.000	81000.000	1.0000
12	Spectrogram 1	1	1049.409022000	1049.410558000	38000.000	81000.000	1.0000
13	Waveform 1	1	1049.502718000	1049.505790000	38000.000	81000.000	1.0000
