Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	458.109950000	458.115070000	22000.000	38000.000	0.4000
1	Spectrogram 1	1	458.109950000	458.115070000	22000.000	38000.000	0.4000
2	Waveform 1	1	459.168254000	459.171838000	22000.000	38000.000	0.5714
2	Spectrogram 1	1	459.168254000	459.171838000	22000.000	38000.000	0.5714
3	Waveform 1	1	789.967358000	789.978622000	22000.000	38000.000	0.0909
3	Spectrogram 1	1	789.967358000	789.978622000	22000.000	38000.000	0.0909
4	Waveform 1	1	1081.397246000	1081.404414000	22000.000	38000.000	0.1429
4	Spectrogram 1	1	1081.397246000	1081.404414000	22000.000	38000.000	0.1429
5	Waveform 1	1	1081.656830000	1081.667070000	22000.000	38000.000	0.7000
5	Spectrogram 1	1	1081.656830000	1081.667070000	22000.000	38000.000	0.7000
6	Waveform 1	1	1082.042878000	1082.057214000	22000.000	38000.000	0.3571
6	Spectrogram 1	1	1082.042878000	1082.057214000	22000.000	38000.000	0.3571
7	Waveform 1	1	1082.302974000	1082.327550000	22000.000	38000.000	0.2500
7	Spectrogram 1	1	1082.302974000	1082.327550000	22000.000	38000.000	0.2500
8	Waveform 1	1	1082.573310000	1082.577918000	22000.000	38000.000	0.6667
8	Spectrogram 1	1	1082.573310000	1082.577918000	22000.000	38000.000	0.6667
9	Waveform 1	1	1082.834430000	1082.846718000	22000.000	38000.000	0.3750
9	Spectrogram 1	1	1082.834430000	1082.846718000	22000.000	38000.000	0.3750
10	Waveform 1	1	1207.149054000	1207.166974000	22000.000	38000.000	0.1429
10	Spectrogram 1	1	1207.149054000	1207.166974000	22000.000	38000.000	0.1429
11	Waveform 1	1	1709.163006000	1709.176318000	22000.000	38000.000	0.2308
11	Spectrogram 1	1	1709.163006000	1709.176318000	22000.000	38000.000	0.2308
12	Waveform 1	1	1709.522430000	1709.526526000	22000.000	38000.000	0.2500
12	Spectrogram 1	1	1709.522430000	1709.526526000	22000.000	38000.000	0.2500
13	Waveform 1	1	1709.958142000	1709.985278000	22000.000	38000.000	0.0755
13	Spectrogram 1	1	1709.958142000	1709.985278000	22000.000	38000.000	0.0755
14	Waveform 1	1	1710.402046000	1710.427134000	22000.000	38000.000	0.1429
14	Spectrogram 1	1	1710.402046000	1710.427134000	22000.000	38000.000	0.1429
