Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	47.524350000	47.525886000	22000.000	38000.000	1.0000
1	Spectrogram 1	1	47.524350000	47.525886000	22000.000	38000.000	1.0000
2	Waveform 1	1	62.645246000	62.649342000	22000.000	38000.000	0.3750
2	Spectrogram 1	1	62.645246000	62.649342000	22000.000	38000.000	0.3750
3	Waveform 1	1	63.048702000	63.074814000	22000.000	38000.000	0.2941
3	Spectrogram 1	1	63.048702000	63.074814000	22000.000	38000.000	0.2941
4	Waveform 1	1	64.207358000	64.223230000	22000.000	38000.000	0.2581
4	Spectrogram 1	1	64.207358000	64.223230000	22000.000	38000.000	0.2581
5	Waveform 1	1	64.919038000	64.928254000	22000.000	38000.000	0.2222
5	Spectrogram 1	1	64.919038000	64.928254000	22000.000	38000.000	0.2222
6	Waveform 1	1	65.499134000	65.500158000	22000.000	38000.000	1.0000
6	Spectrogram 1	1	65.499134000	65.500158000	22000.000	38000.000	1.0000
7	Waveform 1	1	66.761214000	66.762238000	22000.000	38000.000	1.0000
7	Spectrogram 1	1	66.761214000	66.762238000	22000.000	38000.000	1.0000
8	Waveform 1	1	157.870590000	157.877246000	22000.000	38000.000	0.3077
8	Spectrogram 1	1	157.870590000	157.877246000	22000.000	38000.000	0.3077
9	Waveform 1	1	158.499838000	158.512638000	22000.000	38000.000	0.5200
9	Spectrogram 1	1	158.499838000	158.512638000	22000.000	38000.000	0.5200
10	Waveform 1	1	158.993406000	158.996990000	22000.000	38000.000	0.2857
10	Spectrogram 1	1	158.993406000	158.996990000	22000.000	38000.000	0.2857
11	Waveform 1	1	159.146494000	159.169534000	22000.000	38000.000	0.2000
11	Spectrogram 1	1	159.146494000	159.169534000	22000.000	38000.000	0.2000
12	Waveform 1	1	159.781374000	159.801854000	22000.000	38000.000	0.2250
12	Spectrogram 1	1	159.781374000	159.801854000	22000.000	38000.000	0.2250
13	Waveform 1	1	160.557566000	160.565246000	22000.000	38000.000	0.2667
13	Spectrogram 1	1	160.557566000	160.565246000	22000.000	38000.000	0.2667
14	Waveform 1	1	161.874942000	161.890814000	22000.000	38000.000	0.1290
14	Spectrogram 1	1	161.874942000	161.890814000	22000.000	38000.000	0.1290
15	Waveform 1	1	162.108414000	162.120702000	22000.000	38000.000	0.2500
15	Spectrogram 1	1	162.108414000	162.120702000	22000.000	38000.000	0.2500
16	Waveform 1	1	356.025342000	356.028926000	22000.000	38000.000	0.2857
16	Spectrogram 1	1	356.025342000	356.028926000	22000.000	38000.000	0.2857
17	Waveform 1	1	410.744830000	410.745854000	22000.000	38000.000	1.0000
17	Spectrogram 1	1	410.744830000	410.745854000	22000.000	38000.000	1.0000
18	Waveform 1	1	435.170814000	435.184126000	22000.000	38000.000	0.4231
18	Spectrogram 1	1	435.170814000	435.184126000	22000.000	38000.000	0.4231
19	Waveform 1	1	435.912190000	435.927550000	22000.000	38000.000	0.3667
19	Spectrogram 1	1	435.912190000	435.927550000	22000.000	38000.000	0.3667
20	Waveform 1	1	436.273150000	436.289534000	22000.000	38000.000	0.4375
20	Spectrogram 1	1	436.273150000	436.289534000	22000.000	38000.000	0.4375
21	Waveform 1	1	437.231614000	437.247486000	22000.000	38000.000	0.5161
21	Spectrogram 1	1	437.231614000	437.247486000	22000.000	38000.000	0.5161
22	Waveform 1	1	437.960702000	437.969406000	22000.000	38000.000	0.6471
22	Spectrogram 1	1	437.960702000	437.969406000	22000.000	38000.000	0.6471
23	Waveform 1	1	531.798526000	531.804158000	22000.000	38000.000	0.2727
23	Spectrogram 1	1	531.798526000	531.804158000	22000.000	38000.000	0.2727
24	Waveform 1	1	532.035070000	532.043774000	22000.000	38000.000	0.3529
24	Spectrogram 1	1	532.035070000	532.043774000	22000.000	38000.000	0.3529
25	Waveform 1	1	534.106110000	534.115326000	22000.000	38000.000	0.1667
25	Spectrogram 1	1	534.106110000	534.115326000	22000.000	38000.000	0.1667
26	Waveform 1	1	535.102462000	535.108094000	22000.000	38000.000	0.7273
26	Spectrogram 1	1	535.102462000	535.108094000	22000.000	38000.000	0.7273
27	Waveform 1	1	535.475710000	535.477246000	22000.000	38000.000	0.6667
27	Spectrogram 1	1	535.475710000	535.477246000	22000.000	38000.000	0.6667
28	Waveform 1	1	536.080894000	536.103934000	22000.000	38000.000	0.4000
28	Spectrogram 1	1	536.080894000	536.103934000	22000.000	38000.000	0.4000
29	Waveform 1	1	536.457214000	536.460798000	22000.000	38000.000	0.4286
29	Spectrogram 1	1	536.457214000	536.460798000	22000.000	38000.000	0.4286
30	Waveform 1	1	536.944638000	536.966142000	22000.000	38000.000	0.5476
30	Spectrogram 1	1	536.944638000	536.966142000	22000.000	38000.000	0.5476
31	Waveform 1	1	537.571838000	537.593342000	22000.000	38000.000	0.4286
31	Spectrogram 1	1	537.571838000	537.593342000	22000.000	38000.000	0.4286
32	Waveform 1	1	703.993342000	703.995390000	22000.000	38000.000	1.0000
32	Spectrogram 1	1	703.993342000	703.995390000	22000.000	38000.000	1.0000
33	Waveform 1	1	704.494078000	704.496638000	22000.000	38000.000	0.4000
33	Spectrogram 1	1	704.494078000	704.496638000	22000.000	38000.000	0.4000
34	Waveform 1	1	783.743998000	783.755774000	22000.000	38000.000	0.2174
34	Spectrogram 1	1	783.743998000	783.755774000	22000.000	38000.000	0.2174
35	Waveform 1	1	810.055678000	810.056702000	22000.000	38000.000	1.0000
35	Spectrogram 1	1	810.055678000	810.056702000	22000.000	38000.000	1.0000
36	Waveform 1	1	810.819070000	810.820606000	22000.000	38000.000	1.0000
36	Spectrogram 1	1	810.819070000	810.820606000	22000.000	38000.000	1.0000
37	Waveform 1	1	811.358206000	811.369470000	22000.000	38000.000	0.3182
37	Spectrogram 1	1	811.358206000	811.369470000	22000.000	38000.000	0.3182
38	Waveform 1	1	812.144638000	812.156414000	22000.000	38000.000	0.3043
