Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	36.418558000	36.419582000	22000.000	38000.000	1.0000
1	Spectrogram 1	1	36.418558000	36.419582000	22000.000	38000.000	1.0000
2	Waveform 1	1	64.125950000	64.131070000	22000.000	38000.000	0.2000
2	Spectrogram 1	1	64.125950000	64.131070000	22000.000	38000.000	0.2000
3	Waveform 1	1	195.306494000	195.308542000	22000.000	38000.000	1.0000
3	Spectrogram 1	1	195.306494000	195.308542000	22000.000	38000.000	1.0000
4	Waveform 1	1	202.250750000	202.281982000	22000.000	38000.000	0.1967
4	Spectrogram 1	1	202.250750000	202.281982000	22000.000	38000.000	0.1967
5	Waveform 1	1	230.186494000	230.216190000	22000.000	38000.000	0.1034
5	Spectrogram 1	1	230.186494000	230.216190000	22000.000	38000.000	0.1034
6	Waveform 1	1	247.497214000	247.502334000	22000.000	38000.000	0.2000
6	Spectrogram 1	1	247.497214000	247.502334000	22000.000	38000.000	0.2000
7	Waveform 1	1	358.212606000	358.266366000	22000.000	38000.000	0.0762
7	Spectrogram 1	1	358.212606000	358.266366000	22000.000	38000.000	0.0762
8	Waveform 1	1	362.994174000	362.995198000	22000.000	38000.000	1.0000
8	Spectrogram 1	1	362.994174000	362.995198000	22000.000	38000.000	1.0000
9	Waveform 1	1	365.375486000	365.380094000	22000.000	38000.000	0.4444
9	Spectrogram 1	1	365.375486000	365.380094000	22000.000	38000.000	0.4444
10	Waveform 1	1	367.934462000	367.935486000	22000.000	38000.000	1.0000
10	Spectrogram 1	1	367.934462000	367.935486000	22000.000	38000.000	1.0000
11	Waveform 1	1	370.307582000	370.310142000	22000.000	38000.000	1.0000
11	Spectrogram 1	1	370.307582000	370.310142000	22000.000	38000.000	1.0000
12	Waveform 1	1	380.359678000	380.376062000	22000.000	38000.000	0.0938
12	Spectrogram 1	1	380.359678000	380.376062000	22000.000	38000.000	0.0938
13	Waveform 1	1	380.478974000	380.479998000	22000.000	38000.000	1.0000
13	Spectrogram 1	1	380.478974000	380.479998000	22000.000	38000.000	1.0000
