Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	435.523070000	435.525118000	38000.000	81000.000	0.7500
1	Spectrogram 1	1	435.523070000	435.525118000	38000.000	81000.000	0.7500
2	Waveform 1	1	435.583998000	435.586046000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	435.583998000	435.586046000	38000.000	81000.000	1.0000
3	Waveform 1	1	561.654782000	561.655806000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	561.654782000	561.655806000	38000.000	81000.000	1.0000
4	Waveform 1	1	561.720830000	561.721854000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	561.720830000	561.721854000	38000.000	81000.000	1.0000
5	Waveform 1	1	561.875454000	561.876478000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	561.875454000	561.876478000	38000.000	81000.000	1.0000
6	Waveform 1	1	561.927166000	561.928702000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	561.927166000	561.928702000	38000.000	81000.000	1.0000
7	Waveform 1	1	561.982462000	561.984510000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	561.982462000	561.984510000	38000.000	81000.000	1.0000
8	Waveform 1	1	562.059774000	562.061822000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	562.059774000	562.061822000	38000.000	81000.000	1.0000
9	Waveform 1	1	562.137086000	562.138622000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	562.137086000	562.138622000	38000.000	81000.000	1.0000
10	Waveform 1	1	562.206206000	562.207742000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	562.206206000	562.207742000	38000.000	81000.000	1.0000
11	Waveform 1	1	562.256894000	562.259454000	38000.000	81000.000	0.8000
11	Spectrogram 1	1	562.256894000	562.259454000	38000.000	81000.000	0.8000
12	Waveform 1	1	562.316798000	562.319870000	38000.000	81000.000	0.5000
12	Spectrogram 1	1	562.316798000	562.319870000	38000.000	81000.000	0.5000
13	Waveform 1	1	562.383358000	562.386430000	38000.000	81000.000	0.8333
13	Spectrogram 1	1	562.383358000	562.386430000	38000.000	81000.000	0.8333
14	Waveform 1	1	562.434046000	562.435070000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	562.434046000	562.435070000	38000.000	81000.000	1.0000
15	Waveform 1	1	562.484222000	562.490366000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	562.484222000	562.490366000	38000.000	81000.000	1.0000
16	Waveform 1	1	562.543614000	562.546686000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	562.543614000	562.546686000	38000.000	81000.000	1.0000
17	Waveform 1	1	562.747902000	562.748926000	38000.000	81000.000	1.0000
17	Spectrogram 1	1	562.747902000	562.748926000	38000.000	81000.000	1.0000
18	Waveform 1	1	563.107838000	563.109374000	38000.000	81000.000	1.0000
18	Spectrogram 1	1	563.107838000	563.109374000	38000.000	81000.000	1.0000
19	Waveform 1	1	563.151870000	563.152894000	38000.000	81000.000	1.0000
19	Spectrogram 1	1	563.151870000	563.152894000	38000.000	81000.000	1.0000
20	Waveform 1	1	563.246590000	563.247614000	38000.000	81000.000	1.0000
20	Spectrogram 1	1	563.246590000	563.247614000	38000.000	81000.000	1.0000
21	Waveform 1	1	563.308542000	563.309566000	38000.000	81000.000	1.0000
21	Spectrogram 1	1	563.308542000	563.309566000	38000.000	81000.000	1.0000
22	Waveform 1	1	563.360254000	563.362302000	38000.000	81000.000	0.7500
