Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	231.535614000	231.536638000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	231.535614000	231.536638000	38000.000	81000.000	1.0000
2	Waveform 1	1	231.615998000	231.617534000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	231.615998000	231.617534000	38000.000	81000.000	1.0000
3	Waveform 1	1	231.720958000	231.721982000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	231.720958000	231.721982000	38000.000	81000.000	1.0000
4	Waveform 1	1	231.818750000	231.820798000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	231.818750000	231.820798000	38000.000	81000.000	1.0000
5	Waveform 1	1	231.913470000	231.915518000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	231.913470000	231.915518000	38000.000	81000.000	1.0000
6	Waveform 1	1	232.015358000	232.017918000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	232.015358000	232.017918000	38000.000	81000.000	1.0000
7	Waveform 1	1	232.108542000	232.110590000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	232.108542000	232.110590000	38000.000	81000.000	1.0000
8	Waveform 1	1	232.193534000	232.199166000	38000.000	81000.000	0.4545
8	Spectrogram 1	1	232.193534000	232.199166000	38000.000	81000.000	0.4545
9	Waveform 1	1	232.261630000	232.263166000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	232.261630000	232.263166000	38000.000	81000.000	1.0000
10	Waveform 1	1	232.363518000	232.364542000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	232.363518000	232.364542000	38000.000	81000.000	1.0000
11	Waveform 1	1	232.827902000	232.828926000	38000.000	81000.000	1.0000
11	Spectrogram 1	1	232.827902000	232.828926000	38000.000	81000.000	1.0000
12	Waveform 1	1	232.892926000	232.901118000	38000.000	81000.000	0.5625
12	Spectrogram 1	1	232.892926000	232.901118000	38000.000	81000.000	0.5625
13	Waveform 1	1	233.012222000	233.014782000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	233.012222000	233.014782000	38000.000	81000.000	1.0000
14	Waveform 1	1	233.097726000	233.101310000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	233.097726000	233.101310000	38000.000	81000.000	1.0000
15	Waveform 1	1	233.248766000	233.251838000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	233.248766000	233.251838000	38000.000	81000.000	1.0000
16	Waveform 1	1	233.328638000	233.335806000	38000.000	81000.000	0.5000
16	Spectrogram 1	1	233.328638000	233.335806000	38000.000	81000.000	0.5000
17	Waveform 1	1	233.410558000	233.417214000	38000.000	81000.000	0.4615
17	Spectrogram 1	1	233.410558000	233.417214000	38000.000	81000.000	0.4615
18	Waveform 1	1	233.492478000	233.499646000	38000.000	81000.000	0.2857
18	Spectrogram 1	1	233.492478000	233.499646000	38000.000	81000.000	0.2857
19	Waveform 1	1	234.899966000	234.900990000	38000.000	81000.000	1.0000
19	Spectrogram 1	1	234.899966000	234.900990000	38000.000	81000.000	1.0000
20	Waveform 1	1	235.065854000	235.066878000	38000.000	81000.000	1.0000
20	Spectrogram 1	1	235.065854000	235.066878000	38000.000	81000.000	1.0000
21	Waveform 1	1	235.160062000	235.161598000	38000.000	81000.000	1.0000
21	Spectrogram 1	1	235.160062000	235.161598000	38000.000	81000.000	1.0000
22	Waveform 1	1	235.252222000	235.253758000	38000.000	81000.000	1.0000
22	Spectrogram 1	1	235.252222000	235.253758000	38000.000	81000.000	1.0000
23	Waveform 1	1	235.346430000	235.347966000	38000.000	81000.000	1.0000
23	Spectrogram 1	1	235.346430000	235.347966000	38000.000	81000.000	1.0000
24	Waveform 1	1	235.437054000	235.443710000	38000.000	81000.000	0.3077
24	Spectrogram 1	1	235.437054000	235.443710000	38000.000	81000.000	0.3077
25	Waveform 1	1	235.528702000	235.534334000	38000.000	81000.000	0.4545
25	Spectrogram 1	1	235.528702000	235.534334000	38000.000	81000.000	0.4545
26	Waveform 1	1	235.617790000	235.623934000	38000.000	81000.000	0.5833
