Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	97.659390000	97.671678000	22000.000	38000.000	0.2500
1	Spectrogram 1	1	97.659390000	97.671678000	22000.000	38000.000	0.2500
2	Waveform 1	1	97.823742000	97.826302000	22000.000	38000.000	0.4000
2	Spectrogram 1	1	97.823742000	97.826302000	22000.000	38000.000	0.4000
3	Waveform 1	1	231.240190000	231.255550000	22000.000	38000.000	0.1667
3	Spectrogram 1	1	231.240190000	231.255550000	22000.000	38000.000	0.1667
4	Waveform 1	1	337.816062000	337.827326000	22000.000	38000.000	0.0909
4	Spectrogram 1	1	337.816062000	337.827326000	22000.000	38000.000	0.0909
5	Waveform 1	1	550.453246000	550.454270000	22000.000	38000.000	1.0000
5	Spectrogram 1	1	550.453246000	550.454270000	22000.000	38000.000	1.0000
6	Waveform 1	1	595.938814000	595.947006000	22000.000	38000.000	0.1875
6	Spectrogram 1	1	595.938814000	595.947006000	22000.000	38000.000	0.1875
7	Waveform 1	1	620.504574000	620.505598000	22000.000	38000.000	1.0000
7	Spectrogram 1	1	620.504574000	620.505598000	22000.000	38000.000	1.0000
8	Waveform 1	1	625.712638000	625.713662000	22000.000	38000.000	1.0000
8	Spectrogram 1	1	625.712638000	625.713662000	22000.000	38000.000	1.0000
9	Waveform 1	1	708.985854000	708.986878000	22000.000	38000.000	1.0000
9	Spectrogram 1	1	708.985854000	708.986878000	22000.000	38000.000	1.0000
10	Waveform 1	1	709.060094000	709.061118000	22000.000	38000.000	1.0000
10	Spectrogram 1	1	709.060094000	709.061118000	22000.000	38000.000	1.0000
11	Waveform 1	1	709.235710000	709.250046000	22000.000	38000.000	0.2143
11	Spectrogram 1	1	709.235710000	709.250046000	22000.000	38000.000	0.2143
