Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	110.946814000	110.948350000	22000.000	38000.000	0.6667
1	Spectrogram 1	1	110.946814000	110.948350000	22000.000	38000.000	0.6667
2	Waveform 1	1	496.390142000	496.393726000	22000.000	38000.000	0.2857
2	Spectrogram 1	1	496.390142000	496.393726000	22000.000	38000.000	0.2857
3	Waveform 1	1	589.466622000	589.473790000	22000.000	38000.000	0.2143
3	Spectrogram 1	1	589.466622000	589.473790000	22000.000	38000.000	0.2143
4	Waveform 1	1	1350.302206000	1350.303230000	22000.000	38000.000	1.0000
4	Spectrogram 1	1	1350.302206000	1350.303230000	22000.000	38000.000	1.0000
5	Waveform 1	1	1446.870526000	1446.872062000	22000.000	38000.000	0.6667
5	Spectrogram 1	1	1446.870526000	1446.872062000	22000.000	38000.000	0.6667
6	Waveform 1	1	1464.750078000	1464.762366000	22000.000	38000.000	0.2083
6	Spectrogram 1	1	1464.750078000	1464.762366000	22000.000	38000.000	0.2083
7	Waveform 1	1	1768.110590000	1768.112126000	22000.000	38000.000	0.6667
7	Spectrogram 1	1	1768.110590000	1768.112126000	22000.000	38000.000	0.6667
