,File Size,Month,Date,Time,File Name,Recording Status,Energy in first 5 secs
51,856M,Jul,6,12:59,20220706_193000.WAV,full but no data,9.936155
52,856M,Jul,6,13:29,20220706_200000.WAV,full but no data,10.281835
53,856M,Jul,6,13:59,20220706_203000.WAV,full but no data,10.077902
54,856M,Jul,6,14:29,20220706_210000.WAV,full but no data,9.95171
55,856M,Jul,6,14:59,20220706_213000.WAV,full but no data,9.736952
56,856M,Jul,6,15:29,20220706_220000.WAV,full but no data,9.757998
57,856M,Jul,6,15:59,20220706_223000.WAV,full but no data,9.578868
58,856M,Jul,6,16:29,20220706_230000.WAV,full but no data,9.03048
59,856M,Jul,6,16:59,20220706_233000.WAV,full but no data,9.883954
60,856M,Jul,6,17:29,20220707_000000.WAV,full but no data,8.913978
61,856M,Jul,6,17:59,20220707_003000.WAV,full but no data,9.080858
62,856M,Jul,6,18:29,20220707_010000.WAV,full but no data,8.926072
63,856M,Jul,6,18:59,20220707_013000.WAV,full but no data,8.521471
64,856M,Jul,6,19:29,20220707_020000.WAV,full but no data,8.822773
65,856M,Jul,6,19:59,20220707_023000.WAV,full but no data,8.60713
66,856M,Jul,6,20:29,20220707_030000.WAV,full but no data,8.500906
67,856M,Jul,6,20:59,20220707_033000.WAV,full but no data,8.540993
68,856M,Jul,6,21:29,20220707_040000.WAV,full but no data,7.878847
69,856M,Jul,6,21:59,20220707_043000.WAV,full but no data,8.76793
70,856M,Jul,6,22:29,20220707_050000.WAV,full but no data,9.233442
71,856M,Jul,6,22:59,20220707_053000.WAV,full but no data,9.322214
72,856M,Jul,6,23:29,20220707_060000.WAV,full but no data,9.416465
73,856M,Jul,6,23:59,20220707_063000.WAV,full but no data,9.314062
74,856M,Jul,7,00:29,20220707_070000.WAV,full but no data,9.372729
75,856M,Jul,7,00:59,20220707_073000.WAV,full but no data,9.449994
76,856M,Jul,7,01:29,20220707_080000.WAV,full but no data,9.3508215
77,856M,Jul,7,01:59,20220707_083000.WAV,full but no data,9.403072
78,856M,Jul,7,02:29,20220707_090000.WAV,full but no data,9.437979
79,856M,Jul,7,02:59,20220707_093000.WAV,full but no data,9.371863
80,856M,Jul,7,03:29,20220707_100000.WAV,full but no data,9.437959
81,856M,Jul,7,03:59,20220707_103000.WAV,full but no data,9.406149
82,856M,Jul,7,04:29,20220707_110000.WAV,full but no data,9.540507
83,856M,Jul,7,04:59,20220707_113000.WAV,full but no data,9.459278
84,856M,Jul,7,05:29,20220707_120000.WAV,full but no data,9.47746
85,856M,Jul,7,05:59,20220707_123000.WAV,full but no data,9.440042
86,856M,Jul,7,06:29,20220707_130000.WAV,full but no data,9.491005
87,856M,Jul,7,06:59,20220707_133000.WAV,full but no data,9.623789
88,856M,Jul,7,07:29,20220707_140000.WAV,full but no data,9.781918
89,856M,Jul,7,07:59,20220707_143000.WAV,full but no data,9.8103285
90,856M,Jul,7,08:29,20220707_150000.WAV,full but no data,9.795248
91,856M,Jul,7,08:59,20220707_153000.WAV,full but no data,10.28731
92,856M,Jul,7,09:29,20220707_160000.WAV,full but no data,10.263791
93,856M,Jul,7,09:59,20220707_163000.WAV,full but no data,9.8190565
94,856M,Jul,7,10:29,20220707_170000.WAV,full but no data,10.056603
95,856M,Jul,7,10:59,20220707_173000.WAV,full but no data,9.978516
96,856M,Jul,7,11:29,20220707_180000.WAV,full but no data,9.746506
97,856M,Jul,7,11:59,20220707_183000.WAV,full but no data,9.410898
98,173M,Jul,7,12:06,20220707_190000.WAV,full but no data,9.323694
99,800K,Jul,7,12:06,20220707_190604.WAV,full with data,2913.706
