,File Size,Month,Date,Time,File Name,Recording Status,Energy in first 5 secs
31,856M,Jul,10,03:29,20220710_100000.WAV,full with data,60.81322479248047
32,856M,Jul,10,03:59,20220710_103000.WAV,full with data,343.2329406738281
33,856M,Jul,10,04:29,20220710_110000.WAV,full with data,68.53694915771484
34,856M,Jul,10,04:59,20220710_113000.WAV,full with data,49.02582550048828
35,856M,Jul,10,05:29,20220710_120000.WAV,full with data,147.0791473388672
36,856M,Jul,10,05:59,20220710_123000.WAV,full with data,581.8676147460938
37,856M,Jul,10,06:29,20220710_130000.WAV,full with data,62.98969268798828
38,856M,Jul,10,06:59,20220710_133000.WAV,full with data,1036.7274169921875
39,856M,Jul,10,07:29,20220710_140000.WAV,full with data,924.7871704101562
40,856M,Jul,10,07:59,20220710_143000.WAV,full with data,114.39207458496094
41,856M,Jul,10,08:29,20220710_150000.WAV,full with data,115.44954681396484
42,856M,Jul,10,08:59,20220710_153000.WAV,full with data,298.10943603515625
43,856M,Jul,10,09:29,20220710_160000.WAV,full with data,1482.9384765625
44,856M,Jul,10,09:59,20220710_163000.WAV,full with data,134.24636840820312
45,856M,Jul,10,10:29,20220710_170000.WAV,full with data,358.86328125
46,856M,Jul,10,10:59,20220710_173000.WAV,full with data,983.652587890625
47,856M,Jul,10,11:29,20220710_180000.WAV,full with data,154.22445678710938
48,856M,Jul,10,11:59,20220710_183000.WAV,full with data,615.130859375
49,856M,Jul,10,12:29,20220710_190000.WAV,full with data,1579.6082763671875
50,856M,Jul,10,12:59,20220710_193000.WAV,full with data,237.11520385742188
51,856M,Jul,10,13:29,20220710_200000.WAV,full with data,352.0785217285156
52,856M,Jul,10,13:59,20220710_203000.WAV,full with data,156.6898956298828
53,856M,Jul,10,14:29,20220710_210000.WAV,full with data,2816.225830078125
54,856M,Jul,10,14:59,20220710_213000.WAV,full with data,1476.340087890625
55,856M,Jul,10,15:29,20220710_220000.WAV,full with data,2160.918701171875
56,856M,Jul,10,15:59,20220710_223000.WAV,full with data,414.98797607421875
57,856M,Jul,10,16:29,20220710_230000.WAV,full with data,537.3726806640625
58,856M,Jul,10,16:59,20220710_233000.WAV,full with data,303.3263854980469
59,856M,Jul,10,17:29,20220711_000000.WAV,full with data,258.24005126953125
60,856M,Jul,10,17:59,20220711_003000.WAV,full with data,133.2001495361328
61,856M,Jul,10,18:29,20220711_010000.WAV,full with data,236.89178466796875
62,856M,Jul,10,18:59,20220711_013000.WAV,full with data,1226.2679443359375
63,856M,Jul,10,19:29,20220711_020000.WAV,full with data,519.9561767578125
64,856M,Jul,10,19:59,20220711_023000.WAV,full with data,651.3407592773438
65,856M,Jul,10,20:29,20220711_030000.WAV,full with data,1004.91064453125
66,856M,Jul,10,20:59,20220711_033000.WAV,full with data,277.5710754394531
67,856M,Jul,10,21:29,20220711_040000.WAV,full with data,462.8158874511719
68,856M,Jul,10,21:59,20220711_043000.WAV,full with data,172.53314208984375
69,856M,Jul,10,22:29,20220711_050000.WAV,full with data,140.02378845214844
70,856M,Jul,10,22:59,20220711_053000.WAV,full with data,128.0793914794922
71,856M,Jul,10,23:29,20220711_060000.WAV,full with data,110.61599731445312
72,856M,Jul,10,23:59,20220711_063000.WAV,full with data,114.26731872558594
73,856M,Jul,11,00:29,20220711_070000.WAV,full with data,174.85977172851562
74,856M,Jul,11,00:59,20220711_073000.WAV,full with data,100.02301025390625
75,856M,Jul,11,01:29,20220711_080000.WAV,full with data,140.96624755859375
76,856M,Jul,11,01:59,20220711_083000.WAV,full with data,236.662841796875
77,856M,Jul,11,02:29,20220711_090000.WAV,full with data,72.6785659790039
78,856M,Jul,11,02:59,20220711_093000.WAV,full with data,94.18804931640625
79,856M,Jul,11,03:29,20220711_100000.WAV,full with data,74.26770782470703
80,856M,Jul,11,03:59,20220711_103000.WAV,full with data,75.17427825927734
81,856M,Jul,11,04:29,20220711_110000.WAV,full with data,130.2233123779297
82,856M,Jul,11,04:59,20220711_113000.WAV,full with data,292.6075439453125
83,856M,Jul,11,05:29,20220711_120000.WAV,full with data,290.29150390625
84,856M,Jul,11,05:59,20220711_123000.WAV,full with data,451.64312744140625
85,488,Jul,11,05:59,20220711_130000.WAV,very small but no data,0.0
86,488,Jul,11,06:00,20220711_130001.WAV,very small but no data,0.0
87,488,Jul,11,06:00,20220711_130002.WAV,very small but no data,0.0
88,488,Jul,11,06:00,20220711_130003.WAV,very small but no data,0.0
89,488,Jul,11,06:00,20220711_130004.WAV,very small but no data,0.0
90,488,Jul,11,06:00,20220711_130005.WAV,very small but no data,0.0
91,488,Jul,11,06:00,20220711_130006.WAV,very small but no data,0.0
92,488,Jul,11,06:00,20220711_130007.WAV,very small but no data,0.0
93,488,Jul,11,06:00,20220711_130008.WAV,very small but no data,0.0
94,488,Jul,11,06:00,20220711_130009.WAV,very small but no data,0.0
95,488,Jul,11,06:00,20220711_130010.WAV,very small but no data,0.0
96,488,Jul,11,06:00,20220711_130011.WAV,very small but no data,0.0
97,488,Jul,11,06:00,20220711_130012.WAV,very small but no data,0.0
98,488,Jul,11,06:00,20220711_130013.WAV,very small but no data,0.0
99,488,Jul,11,06:00,20220711_130014.WAV,very small but no data,0.0
100,488,Jul,11,06:00,20220711_130015.WAV,very small but no data,0.0
101,488,Jul,11,06:00,20220711_130016.WAV,very small but no data,0.0
102,488,Jul,11,06:00,20220711_130017.WAV,very small but no data,0.0
103,488,Jul,11,06:00,20220711_130018.WAV,very small but no data,0.0
104,488,Jul,11,06:00,20220711_130019.WAV,very small but no data,0.0
105,488,Jul,11,06:00,20220711_130020.WAV,very small but no data,0.0
106,488,Jul,11,06:00,20220711_130021.WAV,very small but no data,0.0
107,488,Jul,11,06:00,20220711_130022.WAV,very small but no data,0.0
108,488,Jul,11,06:00,20220711_130023.WAV,very small but no data,0.0
109,488,Jul,11,06:00,20220711_130024.WAV,very small but no data,0.0
110,488,Jul,11,06:00,20220711_130025.WAV,very small but no data,0.0
111,488,Jul,11,06:00,20220711_130026.WAV,very small but no data,0.0
112,488,Jul,11,06:00,20220711_130027.WAV,very small but no data,0.0
113,488,Jul,11,06:00,20220711_130028.WAV,very small but no data,0.0
114,488,Jul,11,06:00,20220711_130029.WAV,very small but no data,0.0
115,488,Jul,11,06:00,20220711_130030.WAV,very small but no data,0.0
116,488,Jul,11,06:00,20220711_130031.WAV,very small but no data,0.0
117,488,Jul,11,06:00,20220711_130032.WAV,very small but no data,0.0
118,488,Jul,11,06:00,20220711_130033.WAV,very small but no data,0.0
119,488,Jul,11,06:00,20220711_130034.WAV,very small but no data,0.0
120,488,Jul,11,06:00,20220711_130035.WAV,very small but no data,0.0
121,488,Jul,11,06:00,20220711_130036.WAV,very small but no data,0.0
122,488,Jul,11,06:00,20220711_130037.WAV,very small but no data,0.0
123,488,Jul,11,06:00,20220711_130038.WAV,very small but no data,0.0
124,488,Jul,11,06:00,20220711_130039.WAV,very small but no data,0.0
125,488,Jul,11,06:00,20220711_130040.WAV,very small but no data,0.0
126,488,Jul,11,06:00,20220711_130041.WAV,very small but no data,0.0
127,488,Jul,11,06:00,20220711_130042.WAV,very small but no data,0.0
128,488,Jul,11,06:00,20220711_130043.WAV,very small but no data,0.0
129,488,Jul,11,06:00,20220711_130044.WAV,very small but no data,0.0
130,488,Jul,11,06:00,20220711_130045.WAV,very small but no data,0.0
131,488,Jul,11,06:00,20220711_130046.WAV,very small but no data,0.0
132,488,Jul,11,06:00,20220711_130047.WAV,very small but no data,0.0
133,488,Jul,11,06:00,20220711_130048.WAV,very small but no data,0.0
134,488,Jul,11,06:00,20220711_130049.WAV,very small but no data,0.0
135,488,Jul,11,06:00,20220711_130050.WAV,very small but no data,0.0
136,488,Jul,11,06:00,20220711_130051.WAV,very small but no data,0.0
137,488,Jul,11,06:00,20220711_130052.WAV,very small but no data,0.0
138,488,Jul,11,06:00,20220711_130053.WAV,very small but no data,0.0
139,488,Jul,11,06:00,20220711_130054.WAV,very small but no data,0.0
140,488,Jul,11,06:00,20220711_130055.WAV,very small but no data,0.0
141,488,Jul,11,06:00,20220711_130056.WAV,very small but no data,0.0
142,488,Jul,11,06:00,20220711_130057.WAV,very small but no data,0.0
143,488,Jul,11,06:00,20220711_130058.WAV,very small but no data,0.0
144,488,Jul,11,06:00,20220711_130059.WAV,very small but no data,0.0
145,488,Jul,11,06:00,20220711_130100.WAV,very small but no data,0.0
146,488,Jul,11,06:01,20220711_130101.WAV,very small but no data,0.0
147,488,Jul,11,06:01,20220711_130102.WAV,very small but no data,0.0
148,488,Jul,11,06:01,20220711_130103.WAV,very small but no data,0.0
149,488,Jul,11,06:01,20220711_130104.WAV,very small but no data,0.0
150,488,Jul,11,06:01,20220711_130105.WAV,very small but no data,0.0
151,488,Jul,11,06:01,20220711_130106.WAV,very small but no data,0.0
152,488,Jul,11,06:01,20220711_130107.WAV,very small but no data,0.0
153,488,Jul,11,06:01,20220711_130108.WAV,very small but no data,0.0
154,488,Jul,11,06:01,20220711_130109.WAV,very small but no data,0.0
155,488,Jul,11,06:01,20220711_130110.WAV,very small but no data,0.0
156,488,Jul,11,06:01,20220711_130111.WAV,very small but no data,0.0
157,488,Jul,11,06:01,20220711_130112.WAV,very small but no data,0.0
158,488,Jul,11,06:01,20220711_130113.WAV,very small but no data,0.0
159,488,Jul,11,06:01,20220711_130114.WAV,very small but no data,0.0
160,488,Jul,11,06:01,20220711_130115.WAV,very small but no data,0.0
161,488,Jul,11,06:01,20220711_130116.WAV,very small but no data,0.0
162,488,Jul,11,06:01,20220711_130117.WAV,very small but no data,0.0
163,488,Jul,11,06:01,20220711_130118.WAV,very small but no data,0.0
164,488,Jul,11,06:01,20220711_130119.WAV,very small but no data,0.0
165,488,Jul,11,06:01,20220711_130120.WAV,very small but no data,0.0
166,488,Jul,11,06:01,20220711_130121.WAV,very small but no data,0.0
167,488,Jul,11,06:01,20220711_130122.WAV,very small but no data,0.0
168,488,Jul,11,06:01,20220711_130123.WAV,very small but no data,0.0
169,488,Jul,11,06:01,20220711_130124.WAV,very small but no data,0.0
170,488,Jul,11,06:01,20220711_130125.WAV,very small but no data,0.0
171,488,Jul,11,06:01,20220711_130126.WAV,very small but no data,0.0
172,488,Jul,11,06:01,20220711_130127.WAV,very small but no data,0.0
173,488,Jul,11,06:01,20220711_130128.WAV,very small but no data,0.0
174,488,Jul,11,06:01,20220711_130129.WAV,very small but no data,0.0
175,488,Jul,11,06:01,20220711_130130.WAV,very small but no data,0.0
176,488,Jul,11,06:01,20220711_130131.WAV,very small but no data,0.0
177,488,Jul,11,06:01,20220711_130132.WAV,very small but no data,0.0
178,488,Jul,11,06:01,20220711_130133.WAV,very small but no data,0.0
179,488,Jul,11,06:01,20220711_130134.WAV,very small but no data,0.0
180,488,Jul,11,06:01,20220711_130135.WAV,very small but no data,0.0
181,488,Jul,11,06:01,20220711_130136.WAV,very small but no data,0.0
182,488,Jul,11,06:01,20220711_130137.WAV,very small but no data,0.0
183,488,Jul,11,06:01,20220711_130138.WAV,very small but no data,0.0
184,488,Jul,11,06:01,20220711_130139.WAV,very small but no data,0.0
185,488,Jul,11,06:01,20220711_130140.WAV,very small but no data,0.0
186,488,Jul,11,06:01,20220711_130141.WAV,very small but no data,0.0
187,488,Jul,11,06:01,20220711_130142.WAV,very small but no data,0.0
188,488,Jul,11,06:01,20220711_130143.WAV,very small but no data,0.0
189,488,Jul,11,06:01,20220711_130144.WAV,very small but no data,0.0
190,488,Jul,11,06:01,20220711_130145.WAV,very small but no data,0.0
191,488,Jul,11,06:01,20220711_130146.WAV,very small but no data,0.0
192,488,Jul,11,06:01,20220711_130147.WAV,very small but no data,0.0
193,488,Jul,11,06:01,20220711_130148.WAV,very small but no data,0.0
194,488,Jul,11,06:01,20220711_130149.WAV,very small but no data,0.0
195,488,Jul,11,06:01,20220711_130150.WAV,very small but no data,0.0
196,488,Jul,11,06:01,20220711_130151.WAV,very small but no data,0.0
197,488,Jul,11,06:01,20220711_130152.WAV,very small but no data,0.0
198,488,Jul,11,06:01,20220711_130153.WAV,very small but no data,0.0
199,488,Jul,11,06:01,20220711_130154.WAV,very small but no data,0.0
200,488,Jul,11,06:01,20220711_130155.WAV,very small but no data,0.0
201,488,Jul,11,06:01,20220711_130156.WAV,very small but no data,0.0
202,488,Jul,11,06:01,20220711_130157.WAV,very small but no data,0.0
203,488,Jul,11,06:01,20220711_130158.WAV,very small but no data,0.0
204,488,Jul,11,06:01,20220711_130159.WAV,very small but no data,0.0
205,488,Jul,11,06:01,20220711_130200.WAV,very small but no data,0.0
206,488,Jul,11,06:02,20220711_130201.WAV,very small but no data,0.0
207,488,Jul,11,06:02,20220711_130202.WAV,very small but no data,0.0
208,488,Jul,11,06:02,20220711_130203.WAV,very small but no data,0.0
209,488,Jul,11,06:02,20220711_130204.WAV,very small but no data,0.0
210,488,Jul,11,06:02,20220711_130205.WAV,very small but no data,0.0
211,488,Jul,11,06:02,20220711_130206.WAV,very small but no data,0.0
212,488,Jul,11,06:02,20220711_130207.WAV,very small but no data,0.0
213,488,Jul,11,06:02,20220711_130208.WAV,very small but no data,0.0
214,488,Jul,11,06:02,20220711_130209.WAV,very small but no data,0.0
215,488,Jul,11,06:02,20220711_130210.WAV,very small but no data,0.0
216,488,Jul,11,06:02,20220711_130211.WAV,very small but no data,0.0
217,488,Jul,11,06:02,20220711_130212.WAV,very small but no data,0.0
218,488,Jul,11,06:02,20220711_130213.WAV,very small but no data,0.0
219,488,Jul,11,06:02,20220711_130214.WAV,very small but no data,0.0
220,488,Jul,11,06:02,20220711_130215.WAV,very small but no data,0.0
221,488,Jul,11,06:02,20220711_130216.WAV,very small but no data,0.0
222,488,Jul,11,06:02,20220711_130217.WAV,very small but no data,0.0
223,488,Jul,11,06:02,20220711_130218.WAV,very small but no data,0.0
224,488,Jul,11,06:02,20220711_130219.WAV,very small but no data,0.0
225,488,Jul,11,06:02,20220711_130220.WAV,very small but no data,0.0
226,488,Jul,11,06:02,20220711_130221.WAV,very small but no data,0.0
227,488,Jul,11,06:02,20220711_130222.WAV,very small but no data,0.0
228,488,Jul,11,06:02,20220711_130223.WAV,very small but no data,0.0
229,488,Jul,11,06:02,20220711_130224.WAV,very small but no data,0.0
230,488,Jul,11,06:02,20220711_130225.WAV,very small but no data,0.0
231,488,Jul,11,06:02,20220711_130226.WAV,very small but no data,0.0
232,488,Jul,11,06:02,20220711_130227.WAV,very small but no data,0.0
233,488,Jul,11,06:02,20220711_130228.WAV,very small but no data,0.0
234,488,Jul,11,06:02,20220711_130229.WAV,very small but no data,0.0
235,488,Jul,11,06:02,20220711_130230.WAV,very small but no data,0.0
236,488,Jul,11,06:02,20220711_130231.WAV,very small but no data,0.0
237,488,Jul,11,06:02,20220711_130232.WAV,very small but no data,0.0
238,488,Jul,11,06:02,20220711_130233.WAV,very small but no data,0.0
239,488,Jul,11,06:02,20220711_130234.WAV,very small but no data,0.0
240,488,Jul,11,06:02,20220711_130235.WAV,very small but no data,0.0
241,488,Jul,11,06:02,20220711_130236.WAV,very small but no data,0.0
242,488,Jul,11,06:02,20220711_130237.WAV,very small but no data,0.0
243,488,Jul,11,06:02,20220711_130238.WAV,very small but no data,0.0
244,488,Jul,11,06:02,20220711_130239.WAV,very small but no data,0.0
245,488,Jul,11,06:02,20220711_130240.WAV,very small but no data,0.0
246,488,Jul,11,06:02,20220711_130241.WAV,very small but no data,0.0
247,488,Jul,11,06:02,20220711_130242.WAV,very small but no data,0.0
248,488,Jul,11,06:02,20220711_130243.WAV,very small but no data,0.0
249,488,Jul,11,06:02,20220711_130244.WAV,very small but no data,0.0
250,488,Jul,11,06:02,20220711_130245.WAV,very small but no data,0.0
251,488,Jul,11,06:02,20220711_130246.WAV,very small but no data,0.0
252,488,Jul,11,06:02,20220711_130247.WAV,very small but no data,0.0
253,488,Jul,11,06:02,20220711_130248.WAV,very small but no data,0.0
254,488,Jul,11,06:02,20220711_130249.WAV,very small but no data,0.0
255,488,Jul,11,06:02,20220711_130250.WAV,very small but no data,0.0
256,488,Jul,11,06:02,20220711_130251.WAV,very small but no data,0.0
257,488,Jul,11,06:02,20220711_130252.WAV,very small but no data,0.0
258,488,Jul,11,06:02,20220711_130253.WAV,very small but no data,0.0
259,488,Jul,11,06:02,20220711_130254.WAV,very small but no data,0.0
260,488,Jul,11,06:02,20220711_130255.WAV,very small but no data,0.0
261,488,Jul,11,06:02,20220711_130256.WAV,very small but no data,0.0
262,488,Jul,11,06:02,20220711_130257.WAV,very small but no data,0.0
263,488,Jul,11,06:02,20220711_130258.WAV,very small but no data,0.0
264,488,Jul,11,06:02,20220711_130259.WAV,very small but no data,0.0
265,488,Jul,11,06:02,20220711_130300.WAV,very small but no data,0.0
266,488,Jul,11,06:03,20220711_130301.WAV,very small but no data,0.0
267,488,Jul,11,06:03,20220711_130302.WAV,very small but no data,0.0
268,488,Jul,11,06:03,20220711_130303.WAV,very small but no data,0.0
269,488,Jul,11,06:03,20220711_130304.WAV,very small but no data,0.0
270,488,Jul,11,06:03,20220711_130305.WAV,very small but no data,0.0
271,488,Jul,11,06:03,20220711_130306.WAV,very small but no data,0.0
272,488,Jul,11,06:03,20220711_130307.WAV,very small but no data,0.0
273,488,Jul,11,06:03,20220711_130308.WAV,very small but no data,0.0
274,488,Jul,11,06:03,20220711_130309.WAV,very small but no data,0.0
275,488,Jul,11,06:03,20220711_130310.WAV,very small but no data,0.0
276,488,Jul,11,06:03,20220711_130311.WAV,very small but no data,0.0
277,488,Jul,11,06:03,20220711_130312.WAV,very small but no data,0.0
278,488,Jul,11,06:03,20220711_130313.WAV,very small but no data,0.0
279,488,Jul,11,06:03,20220711_130314.WAV,very small but no data,0.0
280,488,Jul,11,06:03,20220711_130315.WAV,very small but no data,0.0
281,488,Jul,11,06:03,20220711_130316.WAV,very small but no data,0.0
282,488,Jul,11,06:03,20220711_130317.WAV,very small but no data,0.0
283,488,Jul,11,06:03,20220711_130318.WAV,very small but no data,0.0
284,488,Jul,11,06:03,20220711_130319.WAV,very small but no data,0.0
285,488,Jul,11,06:03,20220711_130320.WAV,very small but no data,0.0
286,488,Jul,11,06:03,20220711_130321.WAV,very small but no data,0.0
287,488,Jul,11,06:03,20220711_130322.WAV,very small but no data,0.0
288,488,Jul,11,06:03,20220711_130323.WAV,very small but no data,0.0
289,488,Jul,11,06:03,20220711_130324.WAV,very small but no data,0.0
290,488,Jul,11,06:03,20220711_130325.WAV,very small but no data,0.0
291,488,Jul,11,06:03,20220711_130326.WAV,very small but no data,0.0
292,488,Jul,11,06:03,20220711_130327.WAV,very small but no data,0.0
293,488,Jul,11,06:03,20220711_130328.WAV,very small but no data,0.0
294,488,Jul,11,06:03,20220711_130329.WAV,very small but no data,0.0
295,488,Jul,11,06:03,20220711_130330.WAV,very small but no data,0.0
296,488,Jul,11,06:03,20220711_130331.WAV,very small but no data,0.0
297,488,Jul,11,06:03,20220711_130332.WAV,very small but no data,0.0
298,488,Jul,11,06:03,20220711_130333.WAV,very small but no data,0.0
299,488,Jul,11,06:03,20220711_130334.WAV,very small but no data,0.0
300,488,Jul,11,06:03,20220711_130335.WAV,very small but no data,0.0
301,488,Jul,11,06:03,20220711_130336.WAV,very small but no data,0.0
302,488,Jul,11,06:03,20220711_130337.WAV,very small but no data,0.0
303,488,Jul,11,06:03,20220711_130338.WAV,very small but no data,0.0
304,488,Jul,11,06:03,20220711_130339.WAV,very small but no data,0.0
305,488,Jul,11,06:03,20220711_130340.WAV,very small but no data,0.0
306,488,Jul,11,06:03,20220711_130341.WAV,very small but no data,0.0
307,488,Jul,11,06:03,20220711_130342.WAV,very small but no data,0.0
308,488,Jul,11,06:03,20220711_130343.WAV,very small but no data,0.0
309,488,Jul,11,06:03,20220711_130344.WAV,very small but no data,0.0
310,488,Jul,11,06:03,20220711_130345.WAV,very small but no data,0.0
311,488,Jul,11,06:03,20220711_130346.WAV,very small but no data,0.0
312,488,Jul,11,06:03,20220711_130347.WAV,very small but no data,0.0
313,488,Jul,11,06:03,20220711_130348.WAV,very small but no data,0.0
314,488,Jul,11,06:03,20220711_130349.WAV,very small but no data,0.0
315,488,Jul,11,06:03,20220711_130350.WAV,very small but no data,0.0
316,488,Jul,11,06:03,20220711_130351.WAV,very small but no data,0.0
317,488,Jul,11,06:03,20220711_130352.WAV,very small but no data,0.0
318,488,Jul,11,06:03,20220711_130353.WAV,very small but no data,0.0
319,488,Jul,11,06:03,20220711_130354.WAV,very small but no data,0.0
320,488,Jul,11,06:03,20220711_130355.WAV,very small but no data,0.0
321,488,Jul,11,06:03,20220711_130356.WAV,very small but no data,0.0
322,488,Jul,11,06:03,20220711_130357.WAV,very small but no data,0.0
323,488,Jul,11,06:03,20220711_130358.WAV,very small but no data,0.0
324,488,Jul,11,06:03,20220711_130359.WAV,very small but no data,0.0
325,488,Jul,11,06:03,20220711_130400.WAV,very small but no data,0.0
326,488,Jul,11,06:04,20220711_130401.WAV,very small but no data,0.0
327,488,Jul,11,06:04,20220711_130402.WAV,very small but no data,0.0
328,488,Jul,11,06:04,20220711_130403.WAV,very small but no data,0.0
329,488,Jul,11,06:04,20220711_130404.WAV,very small but no data,0.0
330,488,Jul,11,06:04,20220711_130405.WAV,very small but no data,0.0
331,488,Jul,11,06:04,20220711_130406.WAV,very small but no data,0.0
332,488,Jul,11,06:04,20220711_130407.WAV,very small but no data,0.0
333,488,Jul,11,06:04,20220711_130408.WAV,very small but no data,0.0
334,488,Jul,11,06:04,20220711_130409.WAV,very small but no data,0.0
335,488,Jul,11,06:04,20220711_130410.WAV,very small but no data,0.0
336,488,Jul,11,06:04,20220711_130411.WAV,very small but no data,0.0
337,488,Jul,11,06:04,20220711_130412.WAV,very small but no data,0.0
338,488,Jul,11,06:04,20220711_130413.WAV,very small but no data,0.0
339,488,Jul,11,06:04,20220711_130414.WAV,very small but no data,0.0
340,488,Jul,11,06:04,20220711_130415.WAV,very small but no data,0.0
341,488,Jul,11,06:04,20220711_130416.WAV,very small but no data,0.0
342,488,Jul,11,06:04,20220711_130417.WAV,very small but no data,0.0
343,488,Jul,11,06:04,20220711_130418.WAV,very small but no data,0.0
344,488,Jul,11,06:04,20220711_130419.WAV,very small but no data,0.0
345,488,Jul,11,06:04,20220711_130420.WAV,very small but no data,0.0
346,488,Jul,11,06:04,20220711_130421.WAV,very small but no data,0.0
347,488,Jul,11,06:04,20220711_130422.WAV,very small but no data,0.0
348,488,Jul,11,06:04,20220711_130423.WAV,very small but no data,0.0
349,488,Jul,11,06:04,20220711_130424.WAV,very small but no data,0.0
350,488,Jul,11,06:04,20220711_130425.WAV,very small but no data,0.0
351,488,Jul,11,06:04,20220711_130426.WAV,very small but no data,0.0
352,488,Jul,11,06:04,20220711_130427.WAV,very small but no data,0.0
353,488,Jul,11,06:04,20220711_130428.WAV,very small but no data,0.0
354,488,Jul,11,06:04,20220711_130429.WAV,very small but no data,0.0
355,488,Jul,11,06:04,20220711_130430.WAV,very small but no data,0.0
356,488,Jul,11,06:04,20220711_130431.WAV,very small but no data,0.0
357,488,Jul,11,06:04,20220711_130432.WAV,very small but no data,0.0
358,488,Jul,11,06:04,20220711_130433.WAV,very small but no data,0.0
359,488,Jul,11,06:04,20220711_130434.WAV,very small but no data,0.0
360,488,Jul,11,06:04,20220711_130435.WAV,very small but no data,0.0
361,488,Jul,11,06:04,20220711_130436.WAV,very small but no data,0.0
362,488,Jul,11,06:04,20220711_130437.WAV,very small but no data,0.0
363,488,Jul,11,06:04,20220711_130438.WAV,very small but no data,0.0
364,488,Jul,11,06:04,20220711_130439.WAV,very small but no data,0.0
365,488,Jul,11,06:04,20220711_130440.WAV,very small but no data,0.0
366,488,Jul,11,06:04,20220711_130441.WAV,very small but no data,0.0
367,488,Jul,11,06:04,20220711_130442.WAV,very small but no data,0.0
368,488,Jul,11,06:04,20220711_130443.WAV,very small but no data,0.0
369,488,Jul,11,06:04,20220711_130444.WAV,very small but no data,0.0
370,488,Jul,11,06:04,20220711_130445.WAV,very small but no data,0.0
371,488,Jul,11,06:04,20220711_130446.WAV,very small but no data,0.0
372,488,Jul,11,06:04,20220711_130447.WAV,very small but no data,0.0
373,488,Jul,11,06:04,20220711_130448.WAV,very small but no data,0.0
374,488,Jul,11,06:04,20220711_130449.WAV,very small but no data,0.0
375,488,Jul,11,06:04,20220711_130450.WAV,very small but no data,0.0
376,488,Jul,11,06:04,20220711_130451.WAV,very small but no data,0.0
377,488,Jul,11,06:04,20220711_130452.WAV,very small but no data,0.0
378,488,Jul,11,06:04,20220711_130453.WAV,very small but no data,0.0
379,488,Jul,11,06:04,20220711_130454.WAV,very small but no data,0.0
380,488,Jul,11,06:04,20220711_130455.WAV,very small but no data,0.0
381,488,Jul,11,06:04,20220711_130456.WAV,very small but no data,0.0
382,488,Jul,11,06:04,20220711_130457.WAV,very small but no data,0.0
383,488,Jul,11,06:04,20220711_130458.WAV,very small but no data,0.0
384,488,Jul,11,06:04,20220711_130459.WAV,very small but no data,0.0
385,488,Jul,11,06:04,20220711_130500.WAV,very small but no data,0.0
386,488,Jul,11,06:05,20220711_130501.WAV,very small but no data,0.0
387,488,Jul,11,06:05,20220711_130502.WAV,very small but no data,0.0
388,488,Jul,11,06:05,20220711_130503.WAV,very small but no data,0.0
389,488,Jul,11,06:05,20220711_130504.WAV,very small but no data,0.0
390,488,Jul,11,06:05,20220711_130505.WAV,very small but no data,0.0
