,File Size,Month,Date,Time,File Name,Recording Status,Energy in first 5 secs
70,856M,Jul,8,23:29,20220709_060000.WAV,full with data,59.439075
71,856M,Jul,8,23:59,20220709_063000.WAV,full with data,92.99837
72,856M,Jul,9,00:29,20220709_070000.WAV,full with data,114.96299
73,856M,Jul,9,00:59,20220709_073000.WAV,full with data,38.96405
74,856M,Jul,9,01:29,20220709_080000.WAV,full with data,35.115417
75,856M,Jul,9,01:59,20220709_083000.WAV,full with data,29.668798
76,856M,Jul,9,02:29,20220709_090000.WAV,full with data,27.1154
77,856M,Jul,9,02:59,20220709_093000.WAV,full with data,29.732817
78,856M,Jul,9,03:29,20220709_100000.WAV,full with data,38.433243
79,856M,Jul,9,03:59,20220709_103000.WAV,full with data,29.884676
80,856M,Jul,9,04:29,20220709_110000.WAV,full with data,27.019451
81,856M,Jul,9,04:59,20220709_113000.WAV,full with data,502.422
82,856M,Jul,9,05:29,20220709_120000.WAV,full with data,74.667
83,856M,Jul,9,05:59,20220709_123000.WAV,full with data,49.803055
84,856M,Jul,9,06:29,20220709_130000.WAV,full with data,176.95338
85,856M,Jul,9,06:59,20220709_133000.WAV,full with data,822.74384
86,856M,Jul,9,07:29,20220709_140000.WAV,full with data,63.81431
87,856M,Jul,9,07:59,20220709_143000.WAV,full with data,153.51994
88,856M,Jul,9,08:29,20220709_150000.WAV,full with data,398.0898
89,856M,Jul,9,08:59,20220709_153000.WAV,full with data,170.77228
90,856M,Jul,9,09:29,20220709_160000.WAV,full with data,827.0142
91,856M,Jul,9,09:59,20220709_163000.WAV,full with data,165.85725
92,856M,Jul,9,10:29,20220709_170000.WAV,full with data,454.64783
93,856M,Jul,9,10:59,20220709_173000.WAV,full with data,224.87787
94,856M,Jul,9,11:29,20220709_180000.WAV,full with data,139.0621
95,856M,Jul,9,11:59,20220709_183000.WAV,full with data,4649.1416
96,856M,Jul,9,12:29,20220709_190000.WAV,full with data,195.46347
97,219M,Jul,9,12:37,20220709_193000.WAV,full with data,130813.21
