Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	20.273662000	20.275710000	22000.000	38000.000	0.5000
1	Spectrogram 1	1	20.273662000	20.275710000	22000.000	38000.000	0.5000
2	Waveform 1	1	439.961598000	439.963134000	22000.000	38000.000	1.0000
2	Spectrogram 1	1	439.961598000	439.963134000	22000.000	38000.000	1.0000
3	Waveform 1	1	1510.235646000	1510.250494000	22000.000	38000.000	0.1724
3	Spectrogram 1	1	1510.235646000	1510.250494000	22000.000	38000.000	0.1724
4	Waveform 1	1	1526.748670000	1526.756862000	22000.000	38000.000	0.1875
4	Spectrogram 1	1	1526.748670000	1526.756862000	22000.000	38000.000	0.1875
5	Waveform 1	1	1527.969278000	1527.986686000	22000.000	38000.000	0.0882
5	Spectrogram 1	1	1527.969278000	1527.986686000	22000.000	38000.000	0.0882
