Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	220.569330729	220.573997396	38000.000	81000.000	0.2857
1	Spectrogram 1	1	220.569330729	220.573997396	38000.000	81000.000	0.2857
2	Waveform 1	1	220.752664063	220.755997396	38000.000	81000.000	0.8000
2	Spectrogram 1	1	220.752664063	220.755997396	38000.000	81000.000	0.8000
3	Waveform 1	1	220.948664063	220.951330729	38000.000	81000.000	0.5000
3	Spectrogram 1	1	220.948664063	220.951330729	38000.000	81000.000	0.5000
4	Waveform 1	1	221.641330729	221.651330729	38000.000	81000.000	0.2667
4	Spectrogram 1	1	221.641330729	221.651330729	38000.000	81000.000	0.2667
5	Waveform 1	1	221.733330729	221.739997396	38000.000	81000.000	0.3000
5	Spectrogram 1	1	221.733330729	221.739997396	38000.000	81000.000	0.3000
6	Waveform 1	1	1372.069997396	1372.071330729	38000.000	81000.000	1.0000
6	Spectrogram 1	1	1372.069997396	1372.071330729	38000.000	81000.000	1.0000
7	Waveform 1	1	1372.285997396	1372.287330729	38000.000	81000.000	1.0000
7	Spectrogram 1	1	1372.285997396	1372.287330729	38000.000	81000.000	1.0000
8	Waveform 1	1	1372.583997396	1372.585330729	38000.000	81000.000	1.0000
8	Spectrogram 1	1	1372.583997396	1372.585330729	38000.000	81000.000	1.0000
9	Waveform 1	1	1374.685330729	1374.686664062	38000.000	81000.000	1.0000
9	Spectrogram 1	1	1374.685330729	1374.686664062	38000.000	81000.000	1.0000
