Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	962.650622000	962.652158000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	962.650622000	962.652158000	38000.000	81000.000	1.0000
2	Waveform 1	1	962.817022000	962.819070000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	962.817022000	962.819070000	38000.000	81000.000	1.0000
3	Waveform 1	1	963.032574000	963.034110000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	963.032574000	963.034110000	38000.000	81000.000	1.0000
4	Waveform 1	1	963.573758000	963.575294000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	963.573758000	963.575294000	38000.000	81000.000	1.0000
5	Waveform 1	1	963.772926000	963.774974000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	963.772926000	963.774974000	38000.000	81000.000	1.0000
6	Waveform 1	1	963.969534000	963.971582000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	963.969534000	963.971582000	38000.000	81000.000	1.0000
7	Waveform 1	1	964.052478000	964.055550000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	964.052478000	964.055550000	38000.000	81000.000	1.0000
8	Waveform 1	1	964.136446000	964.138494000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	964.136446000	964.138494000	38000.000	81000.000	1.0000
