Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	0.818174000	0.820222000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	0.818174000	0.820222000	38000.000	81000.000	1.0000
2	Waveform 1	1	0.915454000	0.918014000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	0.915454000	0.918014000	38000.000	81000.000	1.0000
3	Waveform 1	1	1.146366000	1.147390000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	1.146366000	1.147390000	38000.000	81000.000	1.0000
4	Waveform 1	1	31.380990000	31.382014000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	31.380990000	31.382014000	38000.000	81000.000	1.0000
5	Waveform 1	1	33.036798000	33.037822000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	33.036798000	33.037822000	38000.000	81000.000	1.0000
6	Waveform 1	1	33.161214000	33.162238000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	33.161214000	33.162238000	38000.000	81000.000	1.0000
7	Waveform 1	1	33.234430000	33.235454000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	33.234430000	33.235454000	38000.000	81000.000	1.0000
8	Waveform 1	1	33.300478000	33.302014000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	33.300478000	33.302014000	38000.000	81000.000	1.0000
9	Waveform 1	1	33.371134000	33.373694000	38000.000	81000.000	0.8000
9	Spectrogram 1	1	33.371134000	33.373694000	38000.000	81000.000	0.8000
10	Waveform 1	1	33.443326000	33.444862000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	33.443326000	33.444862000	38000.000	81000.000	1.0000
11	Waveform 1	1	33.528830000	33.529854000	38000.000	81000.000	1.0000
11	Spectrogram 1	1	33.528830000	33.529854000	38000.000	81000.000	1.0000
12	Waveform 1	1	33.605630000	33.607166000	38000.000	81000.000	1.0000
12	Spectrogram 1	1	33.605630000	33.607166000	38000.000	81000.000	1.0000
13	Waveform 1	1	33.744894000	33.745918000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	33.744894000	33.745918000	38000.000	81000.000	1.0000
14	Waveform 1	1	33.799678000	33.802750000	38000.000	81000.000	0.5000
14	Spectrogram 1	1	33.799678000	33.802750000	38000.000	81000.000	0.5000
15	Waveform 1	1	33.866238000	33.868286000	38000.000	81000.000	0.7500
15	Spectrogram 1	1	33.866238000	33.868286000	38000.000	81000.000	0.7500
16	Waveform 1	1	33.926142000	33.928190000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	33.926142000	33.928190000	38000.000	81000.000	1.0000
17	Waveform 1	1	33.992190000	33.994238000	38000.000	81000.000	1.0000
17	Spectrogram 1	1	33.992190000	33.994238000	38000.000	81000.000	1.0000
18	Waveform 1	1	34.070526000	34.079230000	38000.000	81000.000	0.5882
18	Spectrogram 1	1	34.070526000	34.079230000	38000.000	81000.000	0.5882
19	Waveform 1	1	34.151934000	34.158078000	38000.000	81000.000	0.7500
19	Spectrogram 1	1	34.151934000	34.158078000	38000.000	81000.000	0.7500
20	Waveform 1	1	34.238462000	34.243582000	38000.000	81000.000	0.8000
20	Spectrogram 1	1	34.238462000	34.243582000	38000.000	81000.000	0.8000
21	Waveform 1	1	34.323454000	34.332670000	38000.000	81000.000	0.6111
21	Spectrogram 1	1	34.323454000	34.332670000	38000.000	81000.000	0.6111
22	Waveform 1	1	34.413566000	34.425854000	38000.000	81000.000	0.6250
22	Spectrogram 1	1	34.413566000	34.425854000	38000.000	81000.000	0.6250
23	Waveform 1	1	34.494462000	34.504190000	38000.000	81000.000	0.4737
23	Spectrogram 1	1	34.494462000	34.504190000	38000.000	81000.000	0.4737
24	Waveform 1	1	34.569214000	34.581502000	38000.000	81000.000	0.7917
24	Spectrogram 1	1	34.569214000	34.581502000	38000.000	81000.000	0.7917
25	Waveform 1	1	34.642942000	34.658814000	38000.000	81000.000	0.6774
25	Spectrogram 1	1	34.642942000	34.658814000	38000.000	81000.000	0.6774
26	Waveform 1	1	34.714110000	34.725374000	38000.000	81000.000	0.5455
26	Spectrogram 1	1	34.714110000	34.725374000	38000.000	81000.000	0.5455
27	Waveform 1	1	34.800638000	34.824190000	38000.000	81000.000	0.4783
27	Spectrogram 1	1	34.800638000	34.824190000	38000.000	81000.000	0.4783
28	Waveform 1	1	34.879998000	34.900990000	38000.000	81000.000	0.5610
28	Spectrogram 1	1	34.879998000	34.900990000	38000.000	81000.000	0.5610
29	Waveform 1	1	34.960894000	34.981374000	38000.000	81000.000	0.5000
29	Spectrogram 1	1	34.960894000	34.981374000	38000.000	81000.000	0.5000
30	Waveform 1	1	35.040254000	35.060222000	38000.000	81000.000	0.6667
30	Spectrogram 1	1	35.040254000	35.060222000	38000.000	81000.000	0.6667
31	Waveform 1	1	35.110910000	35.134974000	38000.000	81000.000	0.7660
31	Spectrogram 1	1	35.110910000	35.134974000	38000.000	81000.000	0.7660
32	Waveform 1	1	35.169790000	35.191806000	38000.000	81000.000	0.6512
32	Spectrogram 1	1	35.169790000	35.191806000	38000.000	81000.000	0.6512
33	Waveform 1	1	35.226110000	35.251198000	38000.000	81000.000	0.4082
33	Spectrogram 1	1	35.226110000	35.251198000	38000.000	81000.000	0.4082
34	Waveform 1	1	35.284990000	35.300350000	38000.000	81000.000	0.7667
34	Spectrogram 1	1	35.284990000	35.300350000	38000.000	81000.000	0.7667
35	Waveform 1	1	35.349502000	35.372542000	38000.000	81000.000	0.6889
35	Spectrogram 1	1	35.349502000	35.372542000	38000.000	81000.000	0.6889
36	Waveform 1	1	35.425278000	35.446270000	38000.000	81000.000	0.6829
36	Spectrogram 1	1	35.425278000	35.446270000	38000.000	81000.000	0.6829
37	Waveform 1	1	35.495422000	35.512830000	38000.000	81000.000	0.5588
37	Spectrogram 1	1	35.495422000	35.512830000	38000.000	81000.000	0.5588
38	Waveform 1	1	35.567614000	35.590654000	38000.000	81000.000	0.6222
38	Spectrogram 1	1	35.567614000	35.590654000	38000.000	81000.000	0.6222
39	Waveform 1	1	35.645438000	35.666942000	38000.000	81000.000	0.7143
39	Spectrogram 1	1	35.645438000	35.666942000	38000.000	81000.000	0.7143
40	Waveform 1	1	35.732990000	35.757566000	38000.000	81000.000	0.5417
40	Spectrogram 1	1	35.732990000	35.757566000	38000.000	81000.000	0.5417
41	Waveform 1	1	35.805694000	35.824638000	38000.000	81000.000	0.7297
41	Spectrogram 1	1	35.805694000	35.824638000	38000.000	81000.000	0.7297
42	Waveform 1	1	35.892734000	35.910142000	38000.000	81000.000	0.8235
42	Spectrogram 1	1	35.892734000	35.910142000	38000.000	81000.000	0.8235
43	Waveform 1	1	35.973630000	35.991550000	38000.000	81000.000	0.7714
43	Spectrogram 1	1	35.973630000	35.991550000	38000.000	81000.000	0.7714
44	Waveform 1	1	36.060670000	36.074494000	38000.000	81000.000	0.8889
44	Spectrogram 1	1	36.060670000	36.074494000	38000.000	81000.000	0.8889
45	Waveform 1	1	36.131326000	36.141054000	38000.000	81000.000	0.8947
45	Spectrogram 1	1	36.131326000	36.141054000	38000.000	81000.000	0.8947
46	Waveform 1	1	36.212734000	36.234750000	38000.000	81000.000	0.5349
46	Spectrogram 1	1	36.212734000	36.234750000	38000.000	81000.000	0.5349
47	Waveform 1	1	36.281342000	36.292094000	38000.000	81000.000	0.6190
47	Spectrogram 1	1	36.281342000	36.292094000	38000.000	81000.000	0.6190
48	Waveform 1	1	36.368894000	36.387838000	38000.000	81000.000	0.8378
48	Spectrogram 1	1	36.368894000	36.387838000	38000.000	81000.000	0.8378
49	Waveform 1	1	36.441598000	36.451326000	38000.000	81000.000	0.7368
49	Spectrogram 1	1	36.441598000	36.451326000	38000.000	81000.000	0.7368
50	Waveform 1	1	36.528126000	36.549118000	38000.000	81000.000	0.7805
50	Spectrogram 1	1	36.528126000	36.549118000	38000.000	81000.000	0.7805
51	Waveform 1	1	36.604414000	36.621822000	38000.000	81000.000	0.4412
51	Spectrogram 1	1	36.604414000	36.621822000	38000.000	81000.000	0.4412
52	Waveform 1	1	36.683774000	36.702206000	38000.000	81000.000	0.8889
52	Spectrogram 1	1	36.683774000	36.702206000	38000.000	81000.000	0.8889
53	Waveform 1	1	36.762110000	36.769790000	38000.000	81000.000	0.4000
53	Spectrogram 1	1	36.762110000	36.769790000	38000.000	81000.000	0.4000
54	Waveform 1	1	36.846590000	36.868094000	38000.000	81000.000	0.6905
54	Spectrogram 1	1	36.846590000	36.868094000	38000.000	81000.000	0.6905
55	Waveform 1	1	36.920318000	36.934142000	38000.000	81000.000	0.5556
55	Spectrogram 1	1	36.920318000	36.934142000	38000.000	81000.000	0.5556
56	Waveform 1	1	37.001726000	37.025278000	38000.000	81000.000	0.6522
56	Spectrogram 1	1	37.001726000	37.025278000	38000.000	81000.000	0.6522
57	Waveform 1	1	37.072382000	37.086206000	38000.000	81000.000	0.7037
57	Spectrogram 1	1	37.072382000	37.086206000	38000.000	81000.000	0.7037
58	Waveform 1	1	37.180926000	37.200894000	38000.000	81000.000	0.7436
58	Spectrogram 1	1	37.180926000	37.200894000	38000.000	81000.000	0.7436
59	Waveform 1	1	37.244414000	37.259774000	38000.000	81000.000	0.6000
59	Spectrogram 1	1	37.244414000	37.259774000	38000.000	81000.000	0.6000
60	Waveform 1	1	37.346814000	37.366782000	38000.000	81000.000	0.7179
60	Spectrogram 1	1	37.346814000	37.366782000	38000.000	81000.000	0.7179
61	Waveform 1	1	37.418494000	37.433854000	38000.000	81000.000	0.6000
61	Spectrogram 1	1	37.418494000	37.433854000	38000.000	81000.000	0.6000
62	Waveform 1	1	37.502462000	37.520894000	38000.000	81000.000	0.6944
62	Spectrogram 1	1	37.502462000	37.520894000	38000.000	81000.000	0.6944
63	Waveform 1	1	37.556734000	37.565950000	38000.000	81000.000	0.5000
63	Spectrogram 1	1	37.556734000	37.565950000	38000.000	81000.000	0.5000
64	Waveform 1	1	37.618686000	37.639166000	38000.000	81000.000	0.6250
64	Spectrogram 1	1	37.618686000	37.639166000	38000.000	81000.000	0.6250
65	Waveform 1	1	37.933054000	37.941758000	38000.000	81000.000	0.4706
65	Spectrogram 1	1	37.933054000	37.941758000	38000.000	81000.000	0.4706
66	Waveform 1	1	39.011838000	39.013374000	38000.000	81000.000	1.0000
