Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	131.247102000	131.248126000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	131.247102000	131.248126000	38000.000	81000.000	1.0000
2	Waveform 1	1	136.531966000	136.532990000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	136.531966000	136.532990000	38000.000	81000.000	1.0000
3	Waveform 1	1	136.636414000	136.637438000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	136.636414000	136.637438000	38000.000	81000.000	1.0000
4	Waveform 1	1	136.939518000	136.941566000	38000.000	81000.000	0.5000
4	Spectrogram 1	1	136.939518000	136.941566000	38000.000	81000.000	0.5000
5	Waveform 1	1	156.913662000	156.915198000	38000.000	81000.000	1.0000
5	Spectrogram 1	1	156.913662000	156.915198000	38000.000	81000.000	1.0000
6	Waveform 1	1	161.690622000	161.691646000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	161.690622000	161.691646000	38000.000	81000.000	1.0000
7	Waveform 1	1	166.901758000	166.902782000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	166.901758000	166.902782000	38000.000	81000.000	1.0000
8	Waveform 1	1	178.061310000	178.062334000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	178.061310000	178.062334000	38000.000	81000.000	1.0000
9	Waveform 1	1	183.157758000	183.159806000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	183.157758000	183.159806000	38000.000	81000.000	1.0000
10	Waveform 1	1	183.831038000	183.832062000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	183.831038000	183.832062000	38000.000	81000.000	1.0000
11	Waveform 1	1	183.918078000	183.919102000	38000.000	81000.000	1.0000
11	Spectrogram 1	1	183.918078000	183.919102000	38000.000	81000.000	1.0000
12	Waveform 1	1	184.209406000	184.211966000	38000.000	81000.000	0.6000
12	Spectrogram 1	1	184.209406000	184.211966000	38000.000	81000.000	0.6000
13	Waveform 1	1	184.304126000	184.305150000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	184.304126000	184.305150000	38000.000	81000.000	1.0000
14	Waveform 1	1	185.003006000	185.004030000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	185.003006000	185.004030000	38000.000	81000.000	1.0000
15	Waveform 1	1	185.500158000	185.501182000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	185.500158000	185.501182000	38000.000	81000.000	1.0000
16	Waveform 1	1	186.256382000	186.257406000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	186.256382000	186.257406000	38000.000	81000.000	1.0000
17	Waveform 1	1	186.427902000	186.428926000	38000.000	81000.000	1.0000
17	Spectrogram 1	1	186.427902000	186.428926000	38000.000	81000.000	1.0000
18	Waveform 1	1	186.797054000	186.798590000	38000.000	81000.000	1.0000
18	Spectrogram 1	1	186.797054000	186.798590000	38000.000	81000.000	1.0000
19	Waveform 1	1	187.101182000	187.102206000	38000.000	81000.000	1.0000
19	Spectrogram 1	1	187.101182000	187.102206000	38000.000	81000.000	1.0000
20	Waveform 1	1	189.154814000	189.156350000	38000.000	81000.000	1.0000
20	Spectrogram 1	1	189.154814000	189.156350000	38000.000	81000.000	1.0000
21	Waveform 1	1	190.142462000	190.143486000	38000.000	81000.000	1.0000
21	Spectrogram 1	1	190.142462000	190.143486000	38000.000	81000.000	1.0000
22	Waveform 1	1	190.436862000	190.438398000	38000.000	81000.000	1.0000
22	Spectrogram 1	1	190.436862000	190.438398000	38000.000	81000.000	1.0000
23	Waveform 1	1	190.540286000	190.541822000	38000.000	81000.000	1.0000
23	Spectrogram 1	1	190.540286000	190.541822000	38000.000	81000.000	1.0000
24	Waveform 1	1	190.745598000	190.746622000	38000.000	81000.000	1.0000
24	Spectrogram 1	1	190.745598000	190.746622000	38000.000	81000.000	1.0000
25	Waveform 1	1	199.095294000	199.096318000	38000.000	81000.000	1.0000
25	Spectrogram 1	1	199.095294000	199.096318000	38000.000	81000.000	1.0000
26	Waveform 1	1	199.485438000	199.486462000	38000.000	81000.000	1.0000
26	Spectrogram 1	1	199.485438000	199.486462000	38000.000	81000.000	1.0000
27	Waveform 1	1	210.838014000	210.839038000	38000.000	81000.000	1.0000
27	Spectrogram 1	1	210.838014000	210.839038000	38000.000	81000.000	1.0000
28	Waveform 1	1	211.774974000	211.775998000	38000.000	81000.000	1.0000
28	Spectrogram 1	1	211.774974000	211.775998000	38000.000	81000.000	1.0000
29	Waveform 1	1	216.489982000	216.491006000	38000.000	81000.000	1.0000
29	Spectrogram 1	1	216.489982000	216.491006000	38000.000	81000.000	1.0000
30	Waveform 1	1	216.575998000	216.577534000	38000.000	81000.000	1.0000
30	Spectrogram 1	1	216.575998000	216.577534000	38000.000	81000.000	1.0000
31	Waveform 1	1	216.665086000	216.666110000	38000.000	81000.000	1.0000
31	Spectrogram 1	1	216.665086000	216.666110000	38000.000	81000.000	1.0000
32	Waveform 1	1	216.740350000	216.742398000	38000.000	81000.000	1.0000
32	Spectrogram 1	1	216.740350000	216.742398000	38000.000	81000.000	1.0000
33	Waveform 1	1	219.696126000	219.697150000	38000.000	81000.000	1.0000
33	Spectrogram 1	1	219.696126000	219.697150000	38000.000	81000.000	1.0000
34	Waveform 1	1	219.993086000	219.994110000	38000.000	81000.000	1.0000
34	Spectrogram 1	1	219.993086000	219.994110000	38000.000	81000.000	1.0000
35	Waveform 1	1	220.290046000	220.291070000	38000.000	81000.000	1.0000
35	Spectrogram 1	1	220.290046000	220.291070000	38000.000	81000.000	1.0000
36	Waveform 1	1	220.779518000	220.780542000	38000.000	81000.000	1.0000
36	Spectrogram 1	1	220.779518000	220.780542000	38000.000	81000.000	1.0000
37	Waveform 1	1	225.135614000	225.136638000	38000.000	81000.000	1.0000
37	Spectrogram 1	1	225.135614000	225.136638000	38000.000	81000.000	1.0000
38	Waveform 1	1	225.396222000	225.397246000	38000.000	81000.000	1.0000
38	Spectrogram 1	1	225.396222000	225.397246000	38000.000	81000.000	1.0000
39	Waveform 1	1	225.651198000	225.652222000	38000.000	81000.000	1.0000
39	Spectrogram 1	1	225.651198000	225.652222000	38000.000	81000.000	1.0000
40	Waveform 1	1	226.543614000	226.544638000	38000.000	81000.000	1.0000
40	Spectrogram 1	1	226.543614000	226.544638000	38000.000	81000.000	1.0000
41	Waveform 1	1	226.830334000	226.831358000	38000.000	81000.000	1.0000
41	Spectrogram 1	1	226.830334000	226.831358000	38000.000	81000.000	1.0000
42	Waveform 1	1	227.015678000	227.016702000	38000.000	81000.000	1.0000
42	Spectrogram 1	1	227.015678000	227.016702000	38000.000	81000.000	1.0000
43	Waveform 1	1	227.203070000	227.204094000	38000.000	81000.000	1.0000
43	Spectrogram 1	1	227.203070000	227.204094000	38000.000	81000.000	1.0000
44	Waveform 1	1	227.493374000	227.494398000	38000.000	81000.000	1.0000
44	Spectrogram 1	1	227.493374000	227.494398000	38000.000	81000.000	1.0000
45	Waveform 1	1	230.339582000	230.340606000	38000.000	81000.000	1.0000
45	Spectrogram 1	1	230.339582000	230.340606000	38000.000	81000.000	1.0000
46	Waveform 1	1	231.443454000	231.444478000	38000.000	81000.000	1.0000
46	Spectrogram 1	1	231.443454000	231.444478000	38000.000	81000.000	1.0000
