Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	0.163326000	0.171518000	38000.000	81000.000	0.5000
1	Spectrogram 1	1	0.163326000	0.171518000	38000.000	81000.000	0.5000
2	Waveform 1	1	0.250878000	0.261118000	38000.000	81000.000	0.4500
2	Spectrogram 1	1	0.250878000	0.261118000	38000.000	81000.000	0.4500
3	Waveform 1	1	0.343038000	0.352254000	38000.000	81000.000	0.7222
3	Spectrogram 1	1	0.343038000	0.352254000	38000.000	81000.000	0.7222
4	Waveform 1	1	0.423934000	0.429054000	38000.000	81000.000	0.6000
4	Spectrogram 1	1	0.423934000	0.429054000	38000.000	81000.000	0.6000
5	Waveform 1	1	0.515582000	0.520702000	38000.000	81000.000	0.5000
5	Spectrogram 1	1	0.515582000	0.520702000	38000.000	81000.000	0.5000
6	Waveform 1	1	0.731646000	0.732670000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	0.731646000	0.732670000	38000.000	81000.000	1.0000
7	Waveform 1	1	1.140734000	1.141758000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	1.140734000	1.141758000	38000.000	81000.000	1.0000
8	Waveform 1	1	1.210366000	1.211390000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	1.210366000	1.211390000	38000.000	81000.000	1.0000
9	Waveform 1	1	1.293822000	1.294846000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	1.293822000	1.294846000	38000.000	81000.000	1.0000
10	Waveform 1	1	1.385470000	1.386494000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	1.385470000	1.386494000	38000.000	81000.000	1.0000
11	Waveform 1	1	1.483774000	1.486334000	38000.000	81000.000	0.6000
11	Spectrogram 1	1	1.483774000	1.486334000	38000.000	81000.000	0.6000
12	Waveform 1	1	1.586686000	1.590270000	38000.000	81000.000	0.5714
12	Spectrogram 1	1	1.586686000	1.590270000	38000.000	81000.000	0.5714
13	Waveform 1	1	1.799678000	1.800702000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	1.799678000	1.800702000	38000.000	81000.000	1.0000
14	Waveform 1	1	1.910782000	1.911806000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	1.910782000	1.911806000	38000.000	81000.000	1.0000
15	Waveform 1	1	2.125310000	2.126334000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	2.125310000	2.126334000	38000.000	81000.000	1.0000
16	Waveform 1	1	2.365438000	2.366462000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	2.365438000	2.366462000	38000.000	81000.000	1.0000
17	Waveform 1	1	2.841086000	2.842110000	38000.000	81000.000	1.0000
17	Spectrogram 1	1	2.841086000	2.842110000	38000.000	81000.000	1.0000
