Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	233.819134000	233.825278000	22000.000	38000.000	0.1667
1	Spectrogram 1	1	233.819134000	233.825278000	22000.000	38000.000	0.1667
2	Waveform 1	1	760.127486000	760.138750000	22000.000	38000.000	0.2273
2	Spectrogram 1	1	760.127486000	760.138750000	22000.000	38000.000	0.2273
3	Waveform 1	1	760.484350000	760.489982000	22000.000	38000.000	0.6364
3	Spectrogram 1	1	760.484350000	760.489982000	22000.000	38000.000	0.6364
4	Waveform 1	1	1321.318910000	1321.338878000	22000.000	38000.000	0.3590
4	Spectrogram 1	1	1321.318910000	1321.338878000	22000.000	38000.000	0.3590
5	Waveform 1	1	1321.877502000	1321.898494000	22000.000	38000.000	0.4146
5	Spectrogram 1	1	1321.877502000	1321.898494000	22000.000	38000.000	0.4146
6	Waveform 1	1	1322.285054000	1322.296830000	22000.000	38000.000	0.6957
6	Spectrogram 1	1	1322.285054000	1322.296830000	22000.000	38000.000	0.6957
7	Waveform 1	1	1322.818558000	1322.834430000	22000.000	38000.000	0.6129
7	Spectrogram 1	1	1322.818558000	1322.834430000	22000.000	38000.000	0.6129
8	Waveform 1	1	1323.387902000	1323.411454000	22000.000	38000.000	0.6739
8	Spectrogram 1	1	1323.387902000	1323.411454000	22000.000	38000.000	0.6739
9	Waveform 1	1	1323.650046000	1323.681278000	22000.000	38000.000	0.4754
9	Spectrogram 1	1	1323.650046000	1323.681278000	22000.000	38000.000	0.4754
10	Waveform 1	1	1324.096510000	1324.119550000	22000.000	38000.000	0.3333
10	Spectrogram 1	1	1324.096510000	1324.119550000	22000.000	38000.000	0.3333
11	Waveform 1	1	1324.652030000	1324.681214000	22000.000	38000.000	0.4737
11	Spectrogram 1	1	1324.652030000	1324.681214000	22000.000	38000.000	0.4737
12	Waveform 1	1	1325.210110000	1325.233150000	22000.000	38000.000	0.4222
12	Spectrogram 1	1	1325.210110000	1325.233150000	22000.000	38000.000	0.4222
