Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	221.797886000	221.825534000	22000.000	38000.000	0.1111
1	Spectrogram 1	1	221.797886000	221.825534000	22000.000	38000.000	0.1111
2	Waveform 1	1	223.997950000	224.024062000	22000.000	38000.000	0.1569
2	Spectrogram 1	1	223.997950000	224.024062000	22000.000	38000.000	0.1569
3	Waveform 1	1	224.963582000	225.006590000	22000.000	38000.000	0.0833
3	Spectrogram 1	1	224.963582000	225.006590000	22000.000	38000.000	0.0833
4	Waveform 1	1	225.215998000	225.295358000	22000.000	38000.000	0.1290
4	Spectrogram 1	1	225.215998000	225.295358000	22000.000	38000.000	0.1290
5	Waveform 1	1	225.943550000	226.021374000	22000.000	38000.000	0.1316
5	Spectrogram 1	1	225.943550000	226.021374000	22000.000	38000.000	0.1316
6	Waveform 1	1	231.367166000	231.370238000	22000.000	38000.000	0.5000
6	Spectrogram 1	1	231.367166000	231.370238000	22000.000	38000.000	0.5000
7	Waveform 1	1	233.043966000	233.047038000	22000.000	38000.000	0.3333
7	Spectrogram 1	1	233.043966000	233.047038000	22000.000	38000.000	0.3333
8	Waveform 1	1	1318.744574000	1318.746110000	22000.000	38000.000	0.6667
8	Spectrogram 1	1	1318.744574000	1318.746110000	22000.000	38000.000	0.6667
9	Waveform 1	1	1341.526014000	1341.528062000	22000.000	38000.000	0.5000
9	Spectrogram 1	1	1341.526014000	1341.528062000	22000.000	38000.000	0.5000
10	Waveform 1	1	1344.318462000	1344.319486000	22000.000	38000.000	1.0000
10	Spectrogram 1	1	1344.318462000	1344.319486000	22000.000	38000.000	1.0000
11	Waveform 1	1	1345.433086000	1345.442814000	22000.000	38000.000	0.5263
11	Spectrogram 1	1	1345.433086000	1345.442814000	22000.000	38000.000	0.5263
12	Waveform 1	1	1345.961470000	1345.979390000	22000.000	38000.000	0.5429
12	Spectrogram 1	1	1345.961470000	1345.979390000	22000.000	38000.000	0.5429
13	Waveform 1	1	1346.199550000	1346.205694000	22000.000	38000.000	0.5000
13	Spectrogram 1	1	1346.199550000	1346.205694000	22000.000	38000.000	0.5000
14	Waveform 1	1	1346.443774000	1346.460670000	22000.000	38000.000	0.4545
14	Spectrogram 1	1	1346.443774000	1346.460670000	22000.000	38000.000	0.4545
15	Waveform 1	1	1346.587646000	1346.593278000	22000.000	38000.000	0.9091
