Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	82.513918000	82.521598000	22000.000	38000.000	0.1333
1	Spectrogram 1	1	82.513918000	82.521598000	22000.000	38000.000	0.1333
2	Waveform 1	1	166.040574000	166.042110000	22000.000	38000.000	0.6667
2	Spectrogram 1	1	166.040574000	166.042110000	22000.000	38000.000	0.6667
3	Waveform 1	1	177.189374000	177.190398000	22000.000	38000.000	1.0000
3	Spectrogram 1	1	177.189374000	177.190398000	22000.000	38000.000	1.0000
4	Waveform 1	1	212.382206000	212.399102000	22000.000	38000.000	0.0909
4	Spectrogram 1	1	212.382206000	212.399102000	22000.000	38000.000	0.0909
5	Waveform 1	1	254.473726000	254.495230000	22000.000	38000.000	0.2143
5	Spectrogram 1	1	254.473726000	254.495230000	22000.000	38000.000	0.2143
6	Waveform 1	1	255.185918000	255.208958000	22000.000	38000.000	0.1778
6	Spectrogram 1	1	255.185918000	255.208958000	22000.000	38000.000	0.1778
7	Waveform 1	1	431.708158000	431.711742000	22000.000	38000.000	0.4286
7	Spectrogram 1	1	431.708158000	431.711742000	22000.000	38000.000	0.4286
8	Waveform 1	1	432.639998000	432.651774000	22000.000	38000.000	0.6522
8	Spectrogram 1	1	432.639998000	432.651774000	22000.000	38000.000	0.6522
9	Waveform 1	1	432.737278000	432.739326000	22000.000	38000.000	0.5000
9	Spectrogram 1	1	432.737278000	432.739326000	22000.000	38000.000	0.5000
10	Waveform 1	1	433.350142000	433.351678000	22000.000	38000.000	1.0000
10	Spectrogram 1	1	433.350142000	433.351678000	22000.000	38000.000	1.0000
11	Waveform 1	1	433.553406000	433.561598000	22000.000	38000.000	0.8750
11	Spectrogram 1	1	433.553406000	433.561598000	22000.000	38000.000	0.8750
12	Waveform 1	1	433.836030000	433.846270000	22000.000	38000.000	0.8000
12	Spectrogram 1	1	433.836030000	433.846270000	22000.000	38000.000	0.8000
13	Waveform 1	1	434.061310000	434.074110000	22000.000	38000.000	0.4800
13	Spectrogram 1	1	434.061310000	434.074110000	22000.000	38000.000	0.4800
14	Waveform 1	1	434.299390000	434.306558000	22000.000	38000.000	0.5714
14	Spectrogram 1	1	434.299390000	434.306558000	22000.000	38000.000	0.5714
15	Waveform 1	1	434.525694000	434.535422000	22000.000	38000.000	0.7895
15	Spectrogram 1	1	434.525694000	434.535422000	22000.000	38000.000	0.7895
16	Waveform 1	1	434.768382000	434.778110000	22000.000	38000.000	0.8947
16	Spectrogram 1	1	434.768382000	434.778110000	22000.000	38000.000	0.8947
17	Waveform 1	1	435.015166000	435.023358000	22000.000	38000.000	1.0000
17	Spectrogram 1	1	435.015166000	435.023358000	22000.000	38000.000	1.0000
18	Waveform 1	1	435.256830000	435.270654000	22000.000	38000.000	0.4444
18	Spectrogram 1	1	435.256830000	435.270654000	22000.000	38000.000	0.4444
19	Waveform 1	1	435.509758000	435.530750000	22000.000	38000.000	0.6098
19	Spectrogram 1	1	435.509758000	435.530750000	22000.000	38000.000	0.6098
20	Waveform 1	1	435.754494000	435.768830000	22000.000	38000.000	0.5714
20	Spectrogram 1	1	435.754494000	435.768830000	22000.000	38000.000	0.5714
21	Waveform 1	1	436.190206000	436.201982000	22000.000	38000.000	0.7826
21	Spectrogram 1	1	436.190206000	436.201982000	22000.000	38000.000	0.7826
22	Waveform 1	1	436.371966000	436.384766000	22000.000	38000.000	0.6800
22	Spectrogram 1	1	436.371966000	436.384766000	22000.000	38000.000	0.6800
23	Waveform 1	1	436.653054000	436.658686000	22000.000	38000.000	1.0000
23	Spectrogram 1	1	436.653054000	436.658686000	22000.000	38000.000	1.0000
24	Waveform 1	1	437.015550000	437.017598000	22000.000	38000.000	0.5000
