Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	25.339997396	25.353330729	22000.000	38000.000	0.1500
1	Spectrogram 1	1	25.339997396	25.353330729	22000.000	38000.000	0.1500
2	Waveform 1	1	26.107330729	26.119997396	22000.000	38000.000	0.1053
2	Spectrogram 1	1	26.107330729	26.119997396	22000.000	38000.000	0.1053
3	Waveform 1	1	27.674664062	27.675997396	22000.000	38000.000	1.0000
3	Spectrogram 1	1	27.674664062	27.675997396	22000.000	38000.000	1.0000
4	Waveform 1	1	28.759997396	28.788664063	22000.000	38000.000	0.1628
4	Spectrogram 1	1	28.759997396	28.788664063	22000.000	38000.000	0.1628
5	Waveform 1	1	78.324664062	78.328664062	22000.000	38000.000	0.5000
5	Spectrogram 1	1	78.324664062	78.328664062	22000.000	38000.000	0.5000
6	Waveform 1	1	153.187330729	153.207330729	22000.000	38000.000	0.1667
6	Spectrogram 1	1	153.187330729	153.207330729	22000.000	38000.000	0.1667
7	Waveform 1	1	153.985997396	153.990664063	22000.000	38000.000	0.2857
7	Spectrogram 1	1	153.985997396	153.990664063	22000.000	38000.000	0.2857
8	Waveform 1	1	176.034664062	176.047997396	22000.000	38000.000	0.2500
8	Spectrogram 1	1	176.034664062	176.047997396	22000.000	38000.000	0.2500
9	Waveform 1	1	176.326664062	176.331997396	22000.000	38000.000	0.6250
9	Spectrogram 1	1	176.326664062	176.331997396	22000.000	38000.000	0.6250
10	Waveform 1	1	177.095330729	177.101330729	22000.000	38000.000	0.2222
10	Spectrogram 1	1	177.095330729	177.101330729	22000.000	38000.000	0.2222
11	Waveform 1	1	177.573330729	177.582664062	22000.000	38000.000	0.3571
11	Spectrogram 1	1	177.573330729	177.582664062	22000.000	38000.000	0.3571
12	Waveform 1	1	177.892664062	177.915330729	22000.000	38000.000	0.4706
12	Spectrogram 1	1	177.892664062	177.915330729	22000.000	38000.000	0.4706
13	Waveform 1	1	178.255997396	178.276664063	22000.000	38000.000	0.1935
13	Spectrogram 1	1	178.255997396	178.276664063	22000.000	38000.000	0.1935
14	Waveform 1	1	178.592664063	178.638664062	22000.000	38000.000	0.4493
14	Spectrogram 1	1	178.592664063	178.638664062	22000.000	38000.000	0.4493
15	Waveform 1	1	178.973330729	179.027330729	22000.000	38000.000	0.3580
15	Spectrogram 1	1	178.973330729	179.027330729	22000.000	38000.000	0.3580
16	Waveform 1	1	179.441997396	179.473997396	22000.000	38000.000	0.3125
16	Spectrogram 1	1	179.441997396	179.473997396	22000.000	38000.000	0.3125
17	Waveform 1	1	180.049997396	180.070664062	22000.000	38000.000	0.2258
17	Spectrogram 1	1	180.049997396	180.070664062	22000.000	38000.000	0.2258
18	Waveform 1	1	180.414664062	180.431330729	22000.000	38000.000	0.2000
18	Spectrogram 1	1	180.414664062	180.431330729	22000.000	38000.000	0.2000
19	Waveform 1	1	181.131330729	181.134664062	22000.000	38000.000	0.6000
19	Spectrogram 1	1	181.131330729	181.134664062	22000.000	38000.000	0.6000
20	Waveform 1	1	181.411330729	181.413330729	22000.000	38000.000	0.6667
