Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	914.809997396	914.824664063	22000.000	38000.000	0.3182
1	Spectrogram 1	1	914.809997396	914.824664063	22000.000	38000.000	0.3182
2	Waveform 1	1	915.101330729	915.113997396	22000.000	38000.000	0.4211
2	Spectrogram 1	1	915.101330729	915.113997396	22000.000	38000.000	0.4211
3	Waveform 1	1	915.384664063	915.387330729	22000.000	38000.000	0.5000
3	Spectrogram 1	1	915.384664063	915.387330729	22000.000	38000.000	0.5000
4	Waveform 1	1	915.789330729	915.796664063	22000.000	38000.000	0.3636
4	Spectrogram 1	1	915.789330729	915.796664063	22000.000	38000.000	0.3636
5	Waveform 1	1	916.315997396	916.333997396	22000.000	38000.000	0.2593
5	Spectrogram 1	1	916.315997396	916.333997396	22000.000	38000.000	0.2593
6	Waveform 1	1	916.620664063	916.628664063	22000.000	38000.000	0.4167
6	Spectrogram 1	1	916.620664063	916.628664063	22000.000	38000.000	0.4167
7	Waveform 1	1	916.881997396	916.899330729	22000.000	38000.000	0.3462
7	Spectrogram 1	1	916.881997396	916.899330729	22000.000	38000.000	0.3462
8	Waveform 1	1	917.175997396	917.201330729	22000.000	38000.000	0.2632
8	Spectrogram 1	1	917.175997396	917.201330729	22000.000	38000.000	0.2632
9	Waveform 1	1	917.434664063	917.456664063	22000.000	38000.000	0.0909
9	Spectrogram 1	1	917.434664063	917.456664063	22000.000	38000.000	0.0909
10	Waveform 1	1	917.709997396	917.731997396	22000.000	38000.000	0.3636
10	Spectrogram 1	1	917.709997396	917.731997396	22000.000	38000.000	0.3636
11	Waveform 1	1	918.133330729	918.148664063	22000.000	38000.000	0.0870
11	Spectrogram 1	1	918.133330729	918.148664063	22000.000	38000.000	0.0870
12	Waveform 1	1	918.397997396	918.421997396	22000.000	38000.000	0.2778
12	Spectrogram 1	1	918.397997396	918.421997396	22000.000	38000.000	0.2778
13	Waveform 1	1	918.677997396	918.713330729	22000.000	38000.000	0.3962
13	Spectrogram 1	1	918.677997396	918.713330729	22000.000	38000.000	0.3962
14	Waveform 1	1	918.958664063	918.975330729	22000.000	38000.000	0.4400
14	Spectrogram 1	1	918.958664063	918.975330729	22000.000	38000.000	0.4400
15	Waveform 1	1	919.237997396	919.263997396	22000.000	38000.000	0.2564
15	Spectrogram 1	1	919.237997396	919.263997396	22000.000	38000.000	0.2564
16	Waveform 1	1	919.512664062	919.535330729	22000.000	38000.000	0.2941
