Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	2.247678000	2.248702000	22000.000	38000.000	1.0000
1	Spectrogram 1	1	2.247678000	2.248702000	22000.000	38000.000	1.0000
2	Waveform 1	1	3.535870000	3.537918000	22000.000	38000.000	0.5000
2	Spectrogram 1	1	3.535870000	3.537918000	22000.000	38000.000	0.5000
3	Waveform 1	1	17.008126000	17.009150000	22000.000	38000.000	1.0000
3	Spectrogram 1	1	17.008126000	17.009150000	22000.000	38000.000	1.0000
4	Waveform 1	1	54.637054000	54.639614000	22000.000	38000.000	0.8000
4	Spectrogram 1	1	54.637054000	54.639614000	22000.000	38000.000	0.8000
5	Waveform 1	1	55.331838000	55.333886000	22000.000	38000.000	1.0000
5	Spectrogram 1	1	55.331838000	55.333886000	22000.000	38000.000	1.0000
6	Waveform 1	1	55.882238000	55.883262000	22000.000	38000.000	1.0000
6	Spectrogram 1	1	55.882238000	55.883262000	22000.000	38000.000	1.0000
7	Waveform 1	1	57.304574000	57.305598000	22000.000	38000.000	1.0000
7	Spectrogram 1	1	57.304574000	57.305598000	22000.000	38000.000	1.0000
8	Waveform 1	1	62.924286000	62.925822000	22000.000	38000.000	1.0000
8	Spectrogram 1	1	62.924286000	62.925822000	22000.000	38000.000	1.0000
9	Waveform 1	1	63.226878000	63.228414000	22000.000	38000.000	1.0000
9	Spectrogram 1	1	63.226878000	63.228414000	22000.000	38000.000	1.0000
10	Waveform 1	1	64.381950000	64.383998000	22000.000	38000.000	1.0000
10	Spectrogram 1	1	64.381950000	64.383998000	22000.000	38000.000	1.0000
11	Waveform 1	1	64.860670000	64.861694000	22000.000	38000.000	1.0000
11	Spectrogram 1	1	64.860670000	64.861694000	22000.000	38000.000	1.0000
12	Waveform 1	1	65.034750000	65.035774000	22000.000	38000.000	1.0000
12	Spectrogram 1	1	65.034750000	65.035774000	22000.000	38000.000	1.0000
13	Waveform 1	1	65.212414000	65.213438000	22000.000	38000.000	1.0000
13	Spectrogram 1	1	65.212414000	65.213438000	22000.000	38000.000	1.0000
14	Waveform 1	1	82.041342000	82.046974000	22000.000	38000.000	0.3636
14	Spectrogram 1	1	82.041342000	82.046974000	22000.000	38000.000	0.3636
15	Waveform 1	1	82.791934000	82.801150000	22000.000	38000.000	0.1667
15	Spectrogram 1	1	82.791934000	82.801150000	22000.000	38000.000	0.1667
16	Waveform 1	1	83.022846000	83.025918000	22000.000	38000.000	0.3333
16	Spectrogram 1	1	83.022846000	83.025918000	22000.000	38000.000	0.3333
17	Waveform 1	1	83.325950000	83.330558000	22000.000	38000.000	0.2222
17	Spectrogram 1	1	83.325950000	83.330558000	22000.000	38000.000	0.2222
18	Waveform 1	1	83.626494000	83.631614000	22000.000	38000.000	0.3000
18	Spectrogram 1	1	83.626494000	83.631614000	22000.000	38000.000	0.3000
19	Waveform 1	1	85.021694000	85.035518000	22000.000	38000.000	0.0741
19	Spectrogram 1	1	85.021694000	85.035518000	22000.000	38000.000	0.0741
20	Waveform 1	1	85.374462000	85.377534000	22000.000	38000.000	0.5000
20	Spectrogram 1	1	85.374462000	85.377534000	22000.000	38000.000	0.5000
21	Waveform 1	1	85.744126000	85.745150000	22000.000	38000.000	1.0000
21	Spectrogram 1	1	85.744126000	85.745150000	22000.000	38000.000	1.0000
22	Waveform 1	1	172.194814000	172.200958000	22000.000	38000.000	0.1667
22	Spectrogram 1	1	172.194814000	172.200958000	22000.000	38000.000	0.1667
23	Waveform 1	1	183.575550000	183.618046000	22000.000	38000.000	0.0723
23	Spectrogram 1	1	183.575550000	183.618046000	22000.000	38000.000	0.0723
24	Waveform 1	1	186.699774000	186.754558000	22000.000	38000.000	0.0935
24	Spectrogram 1	1	186.699774000	186.754558000	22000.000	38000.000	0.0935
25	Waveform 1	1	192.232958000	192.233982000	22000.000	38000.000	1.0000
25	Spectrogram 1	1	192.232958000	192.233982000	22000.000	38000.000	1.0000
26	Waveform 1	1	208.342526000	208.344062000	22000.000	38000.000	1.0000
26	Spectrogram 1	1	208.342526000	208.344062000	22000.000	38000.000	1.0000
27	Waveform 1	1	254.099966000	254.111742000	22000.000	38000.000	0.0870
27	Spectrogram 1	1	254.099966000	254.111742000	22000.000	38000.000	0.0870
