,File Size,Month,Date,Time,File Name,Recording Status
0,1.5M,Jul,2,14:34,20220702_213428.WAV,full with data
1,656M,Jul,2,14:59,20220702_213700.WAV,full with data
2,856M,Jul,2,15:29,20220702_220000.WAV,full with data
3,856M,Jul,2,15:59,20220702_223000.WAV,full with data
4,856M,Jul,2,16:29,20220702_230000.WAV,full with data
5,856M,Jul,2,16:59,20220702_233000.WAV,full with data
6,856M,Jul,2,17:29,20220703_000000.WAV,full with data
7,856M,Jul,2,17:59,20220703_003000.WAV,full with data
8,856M,Jul,2,18:29,20220703_010000.WAV,full with data
9,856M,Jul,2,18:59,20220703_013000.WAV,full with data
10,856M,Jul,2,19:29,20220703_020000.WAV,full with data
11,856M,Jul,2,19:59,20220703_023000.WAV,full with data
12,856M,Jul,2,20:29,20220703_030000.WAV,full with data
13,856M,Jul,2,20:59,20220703_033000.WAV,full with data
14,856M,Jul,2,21:29,20220703_040000.WAV,full with data
15,856M,Jul,2,21:59,20220703_043000.WAV,full with data
16,856M,Jul,2,22:29,20220703_050000.WAV,full with data
17,856M,Jul,2,22:59,20220703_053000.WAV,full with data
18,856M,Jul,2,23:29,20220703_060000.WAV,full with data
19,856M,Jul,2,23:59,20220703_063000.WAV,full with data
20,856M,Jul,3,0:29,20220703_070000.WAV,full with data
21,856M,Jul,3,0:59,20220703_073000.WAV,full with data
22,856M,Jul,3,1:29,20220703_080000.WAV,full with data
23,856M,Jul,3,1:59,20220703_083000.WAV,full with data
24,856M,Jul,3,2:29,20220703_090000.WAV,full with data
25,856M,Jul,3,2:59,20220703_093000.WAV,full with data
26,856M,Jul,3,3:29,20220703_100000.WAV,full with data
27,856M,Jul,3,3:59,20220703_103000.WAV,full with data
28,856M,Jul,3,4:29,20220703_110000.WAV,full with data
29,856M,Jul,3,4:59,20220703_113000.WAV,full with data
30,856M,Jul,3,5:29,20220703_120000.WAV,full with data
31,856M,Jul,3,5:59,20220703_123000.WAV,full with data
32,856M,Jul,3,6:29,20220703_130000.WAV,full with data
33,856M,Jul,3,6:59,20220703_133000.WAV,full with data
34,856M,Jul,3,7:29,20220703_140000.WAV,full with data
35,856M,Jul,3,7:59,20220703_143000.WAV,full with data
36,856M,Jul,3,8:29,20220703_150000.WAV,full with data
37,856M,Jul,3,8:59,20220703_153000.WAV,full with data
38,856M,Jul,3,9:29,20220703_160000.WAV,full with data
39,856M,Jul,3,9:59,20220703_163000.WAV,full with data
40,856M,Jul,3,10:29,20220703_170000.WAV,full with data
41,856M,Jul,3,10:59,20220703_173000.WAV,full with data
42,856M,Jul,3,11:29,20220703_180000.WAV,full with data
43,856M,Jul,3,11:59,20220703_183000.WAV,full with data
44,856M,Jul,3,12:29,20220703_190000.WAV,full with data
45,856M,Jul,3,12:59,20220703_193000.WAV,full with data
46,856M,Jul,3,13:29,20220703_200000.WAV,full with data
47,856M,Jul,3,13:59,20220703_203000.WAV,full with data
48,856M,Jul,3,14:29,20220703_210000.WAV,full with data
49,856M,Jul,3,14:59,20220703_213000.WAV,full with data
50,488,Jul,3,14:59,20220703_220000.WAV,no data
51,488,Jul,3,15:00,20220703_220001.WAV,no data
52,488,Jul,3,15:00,20220703_220002.WAV,no data
53,488,Jul,3,15:00,20220703_220003.WAV,no data
54,488,Jul,3,15:00,20220703_220004.WAV,no data
55,488,Jul,3,15:00,20220703_220005.WAV,no data
56,488,Jul,3,15:00,20220703_220006.WAV,no data
57,488,Jul,3,15:00,20220703_220007.WAV,no data
58,488,Jul,3,15:00,20220703_220008.WAV,no data
59,488,Jul,3,15:00,20220703_220009.WAV,no data
60,488,Jul,3,15:00,20220703_220010.WAV,no data
61,488,Jul,3,15:00,20220703_220011.WAV,no data
62,488,Jul,3,15:00,20220703_220012.WAV,no data
63,488,Jul,3,15:00,20220703_220013.WAV,no data
64,488,Jul,3,15:00,20220703_220014.WAV,no data
65,488,Jul,3,15:00,20220703_220015.WAV,no data
66,488,Jul,3,15:00,20220703_220016.WAV,no data
67,488,Jul,3,15:00,20220703_220017.WAV,no data
68,488,Jul,3,15:00,20220703_220018.WAV,no data
69,488,Jul,3,15:00,20220703_220019.WAV,no data
70,488,Jul,3,15:00,20220703_220020.WAV,no data
71,488,Jul,3,15:00,20220703_220021.WAV,no data
72,488,Jul,3,15:00,20220703_220022.WAV,no data
73,488,Jul,3,15:00,20220703_220023.WAV,no data
74,488,Jul,3,15:00,20220703_220024.WAV,no data
75,488,Jul,3,15:00,20220703_220025.WAV,no data
76,488,Jul,3,15:00,20220703_220026.WAV,no data
77,488,Jul,3,15:00,20220703_220027.WAV,no data
78,488,Jul,3,15:00,20220703_220028.WAV,no data
79,488,Jul,3,15:00,20220703_220029.WAV,no data
80,488,Jul,3,15:00,20220703_220030.WAV,no data
81,488,Jul,3,15:00,20220703_220031.WAV,no data
82,488,Jul,3,15:00,20220703_220032.WAV,no data
83,488,Jul,3,15:00,20220703_220033.WAV,no data
84,488,Jul,3,15:00,20220703_220034.WAV,no data
85,488,Jul,3,15:00,20220703_220035.WAV,no data
86,488,Jul,3,15:00,20220703_220036.WAV,no data
87,488,Jul,3,15:00,20220703_220037.WAV,no data
88,488,Jul,3,15:00,20220703_220038.WAV,no data
89,488,Jul,3,15:00,20220703_220039.WAV,no data
90,488,Jul,3,15:00,20220703_220040.WAV,no data
91,488,Jul,3,15:00,20220703_220041.WAV,no data
92,488,Jul,3,15:00,20220703_220042.WAV,no data
93,488,Jul,3,15:00,20220703_220043.WAV,no data
94,488,Jul,3,15:00,20220703_220044.WAV,no data
95,488,Jul,3,15:00,20220703_220045.WAV,no data
96,488,Jul,3,15:00,20220703_220046.WAV,no data
97,488,Jul,3,15:00,20220703_220047.WAV,no data
98,488,Jul,3,15:00,20220703_220048.WAV,no data
99,488,Jul,3,15:00,20220703_220049.WAV,no data
100,488,Jul,3,15:00,20220703_220050.WAV,no data
101,488,Jul,3,15:00,20220703_220051.WAV,no data
102,488,Jul,3,15:00,20220703_220052.WAV,no data
103,488,Jul,3,15:00,20220703_220053.WAV,no data
104,488,Jul,3,15:00,20220703_220054.WAV,no data
105,488,Jul,3,15:00,20220703_220055.WAV,no data
106,488,Jul,3,15:00,20220703_220056.WAV,no data
107,488,Jul,3,15:00,20220703_220057.WAV,no data
108,488,Jul,3,15:00,20220703_220058.WAV,no data
109,488,Jul,3,15:00,20220703_220059.WAV,no data
110,488,Jul,3,15:00,20220703_220100.WAV,no data
111,488,Jul,3,15:01,20220703_220101.WAV,no data
112,488,Jul,3,15:01,20220703_220102.WAV,no data
113,488,Jul,3,15:01,20220703_220103.WAV,no data
114,488,Jul,3,15:01,20220703_220104.WAV,no data
115,488,Jul,3,15:01,20220703_220105.WAV,no data
116,488,Jul,3,15:01,20220703_220106.WAV,no data
117,488,Jul,3,15:01,20220703_220107.WAV,no data
118,488,Jul,3,15:01,20220703_220108.WAV,no data
119,488,Jul,3,15:01,20220703_220109.WAV,no data
120,488,Jul,3,15:01,20220703_220110.WAV,no data
121,488,Jul,3,15:01,20220703_220111.WAV,no data
122,488,Jul,3,15:01,20220703_220112.WAV,no data
123,488,Jul,3,15:01,20220703_220113.WAV,no data
124,488,Jul,3,15:01,20220703_220114.WAV,no data
125,488,Jul,3,15:01,20220703_220115.WAV,no data
126,488,Jul,3,15:01,20220703_220116.WAV,no data
127,488,Jul,3,15:01,20220703_220117.WAV,no data
128,488,Jul,3,15:01,20220703_220118.WAV,no data
129,488,Jul,3,15:01,20220703_220119.WAV,no data
130,488,Jul,3,15:01,20220703_220120.WAV,no data
