Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	247.665662000	247.678462000	22000.000	38000.000	1.0000
1	Spectrogram 1	1	247.665662000	247.678462000	22000.000	38000.000	1.0000
2	Waveform 1	1	248.026110000	248.041982000	22000.000	38000.000	0.9677
2	Spectrogram 1	1	248.026110000	248.041982000	22000.000	38000.000	0.9677
3	Waveform 1	1	248.276478000	248.288254000	22000.000	38000.000	0.6957
3	Spectrogram 1	1	248.276478000	248.288254000	22000.000	38000.000	0.6957
4	Waveform 1	1	248.650750000	248.660478000	22000.000	38000.000	0.6842
4	Spectrogram 1	1	248.650750000	248.660478000	22000.000	38000.000	0.6842
5	Waveform 1	1	248.861694000	248.877566000	22000.000	38000.000	0.8710
5	Spectrogram 1	1	248.861694000	248.877566000	22000.000	38000.000	0.8710
6	Waveform 1	1	249.098750000	249.114110000	22000.000	38000.000	0.7333
6	Spectrogram 1	1	249.098750000	249.114110000	22000.000	38000.000	0.7333
7	Waveform 1	1	249.332734000	249.337854000	22000.000	38000.000	0.9000
7	Spectrogram 1	1	249.332734000	249.337854000	22000.000	38000.000	0.9000
8	Waveform 1	1	249.564670000	249.570814000	22000.000	38000.000	0.6667
8	Spectrogram 1	1	249.564670000	249.570814000	22000.000	38000.000	0.6667
9	Waveform 1	1	250.535422000	250.543102000	22000.000	38000.000	0.9333
9	Spectrogram 1	1	250.535422000	250.543102000	22000.000	38000.000	0.9333
10	Waveform 1	1	251.140094000	251.158014000	22000.000	38000.000	0.6286
10	Spectrogram 1	1	251.140094000	251.158014000	22000.000	38000.000	0.6286
11	Waveform 1	1	629.676030000	629.696510000	22000.000	38000.000	0.1500
11	Spectrogram 1	1	629.676030000	629.696510000	22000.000	38000.000	0.1500
12	Waveform 1	1	801.520126000	801.522174000	22000.000	38000.000	0.5000
12	Spectrogram 1	1	801.520126000	801.522174000	22000.000	38000.000	0.5000
13	Waveform 1	1	1136.703998000	1136.755710000	22000.000	38000.000	0.2376
13	Spectrogram 1	1	1136.703998000	1136.755710000	22000.000	38000.000	0.2376
14	Waveform 1	1	1156.362238000	1156.363262000	22000.000	38000.000	1.0000
14	Spectrogram 1	1	1156.362238000	1156.363262000	22000.000	38000.000	1.0000
15	Waveform 1	1	1156.569598000	1156.577790000	22000.000	38000.000	0.6875
15	Spectrogram 1	1	1156.569598000	1156.577790000	22000.000	38000.000	0.6875
16	Waveform 1	1	1156.667902000	1156.669950000	22000.000	38000.000	1.0000
16	Spectrogram 1	1	1156.667902000	1156.669950000	22000.000	38000.000	1.0000
17	Waveform 1	1	1156.877822000	1156.880382000	22000.000	38000.000	0.6000
17	Spectrogram 1	1	1156.877822000	1156.880382000	22000.000	38000.000	0.6000
18	Waveform 1	1	1156.987902000	1156.988926000	22000.000	38000.000	1.0000
18	Spectrogram 1	1	1156.987902000	1156.988926000	22000.000	38000.000	1.0000
19	Waveform 1	1	1157.267966000	1157.269502000	22000.000	38000.000	1.0000
19	Spectrogram 1	1	1157.267966000	1157.269502000	22000.000	38000.000	1.0000
20	Waveform 1	1	1157.486590000	1157.488126000	22000.000	38000.000	0.6667
20	Spectrogram 1	1	1157.486590000	1157.488126000	22000.000	38000.000	0.6667
21	Waveform 1	1	1157.767678000	1157.769726000	22000.000	38000.000	1.0000
21	Spectrogram 1	1	1157.767678000	1157.769726000	22000.000	38000.000	1.0000
22	Waveform 1	1	1180.077566000	1180.080638000	22000.000	38000.000	0.3333
22	Spectrogram 1	1	1180.077566000	1180.080638000	22000.000	38000.000	0.3333
23	Waveform 1	1	1180.752382000	1180.760574000	22000.000	38000.000	0.4375
23	Spectrogram 1	1	1180.752382000	1180.760574000	22000.000	38000.000	0.4375
24	Waveform 1	1	1181.447166000	1181.452798000	22000.000	38000.000	0.1818
24	Spectrogram 1	1	1181.447166000	1181.452798000	22000.000	38000.000	0.1818
25	Waveform 1	1	1605.556734000	1605.557758000	22000.000	38000.000	1.0000
25	Spectrogram 1	1	1605.556734000	1605.557758000	22000.000	38000.000	1.0000
