Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	981.421054000	981.422590000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	981.421054000	981.422590000	38000.000	81000.000	1.0000
2	Waveform 1	1	981.518846000	981.521918000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	981.518846000	981.521918000	38000.000	81000.000	1.0000
3	Waveform 1	1	981.601790000	981.605886000	38000.000	81000.000	0.8750
3	Spectrogram 1	1	981.601790000	981.605886000	38000.000	81000.000	0.8750
4	Waveform 1	1	981.736446000	981.746174000	38000.000	81000.000	0.5263
4	Spectrogram 1	1	981.736446000	981.746174000	38000.000	81000.000	0.5263
5	Waveform 1	1	981.792254000	981.801982000	38000.000	81000.000	0.4211
5	Spectrogram 1	1	981.792254000	981.801982000	38000.000	81000.000	0.4211
6	Waveform 1	1	981.911550000	981.914110000	38000.000	81000.000	0.8000
6	Spectrogram 1	1	981.911550000	981.914110000	38000.000	81000.000	0.8000
7	Waveform 1	1	982.084606000	982.094334000	38000.000	81000.000	0.2105
7	Spectrogram 1	1	982.084606000	982.094334000	38000.000	81000.000	0.2105
8	Waveform 1	1	982.221310000	982.222334000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	982.221310000	982.222334000	38000.000	81000.000	1.0000
9	Waveform 1	1	982.281726000	982.283262000	38000.000	81000.000	1.0000
9	Spectrogram 1	1	982.281726000	982.283262000	38000.000	81000.000	1.0000
10	Waveform 1	1	982.422014000	982.423550000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	982.422014000	982.423550000	38000.000	81000.000	1.0000
11	Waveform 1	1	982.508030000	982.509054000	38000.000	81000.000	1.0000
11	Spectrogram 1	1	982.508030000	982.509054000	38000.000	81000.000	1.0000
12	Waveform 1	1	982.692350000	982.694398000	38000.000	81000.000	1.0000
12	Spectrogram 1	1	982.692350000	982.694398000	38000.000	81000.000	1.0000
13	Waveform 1	1	982.888958000	982.890494000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	982.888958000	982.890494000	38000.000	81000.000	1.0000
14	Waveform 1	1	1616.885758000	1616.886782000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	1616.885758000	1616.886782000	38000.000	81000.000	1.0000
15	Waveform 1	1	1620.505086000	1620.507134000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	1620.505086000	1620.507134000	38000.000	81000.000	1.0000
16	Waveform 1	1	1620.593150000	1620.594174000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	1620.593150000	1620.594174000	38000.000	81000.000	1.0000
17	Waveform 1	1	1620.682238000	1620.687358000	38000.000	81000.000	0.7000
17	Spectrogram 1	1	1620.682238000	1620.687358000	38000.000	81000.000	0.7000
18	Waveform 1	1	1620.780542000	1620.783614000	38000.000	81000.000	0.8333
18	Spectrogram 1	1	1620.780542000	1620.783614000	38000.000	81000.000	0.8333
19	Waveform 1	1	1620.958718000	1620.961278000	38000.000	81000.000	1.0000
19	Spectrogram 1	1	1620.958718000	1620.961278000	38000.000	81000.000	1.0000
20	Waveform 1	1	1621.052414000	1621.059070000	38000.000	81000.000	0.8462
20	Spectrogram 1	1	1621.052414000	1621.059070000	38000.000	81000.000	0.8462
21	Waveform 1	1	1621.236222000	1621.237246000	38000.000	81000.000	1.0000
21	Spectrogram 1	1	1621.236222000	1621.237246000	38000.000	81000.000	1.0000
22	Waveform 1	1	1621.706750000	1621.707774000	38000.000	81000.000	1.0000
22	Spectrogram 1	1	1621.706750000	1621.707774000	38000.000	81000.000	1.0000
23	Waveform 1	1	1621.800446000	1621.801470000	38000.000	81000.000	1.0000
23	Spectrogram 1	1	1621.800446000	1621.801470000	38000.000	81000.000	1.0000
24	Waveform 1	1	1622.138878000	1622.140414000	38000.000	81000.000	0.6667
24	Spectrogram 1	1	1622.138878000	1622.140414000	38000.000	81000.000	0.6667
