Date and Time deployed (local) , Date and Time recovered (local) , AudioMoth # , SD card # , SD card size (GB) , Amount of data recovered (GB) , Site , Latitude , Longitude , Sampling rate (Hz) , Gain , Filter , Amplitude threshold , ON (secs) , OFF (secs) , Battery start (V) , Battery end (V) , Deployer , Scribe , Uploader , Upload folder name , Notes
2025-07-21T12:59:00 , 2025-07-24T13:53:00 , C , 010 , 128 , 50.4 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.062 , 3.875 , AM , AK , AK , recover-20250724 , 6 Ikea Batteries 0:00-24:00 UTC
2025-07-21T12:59:00 , 2025-07-24T13:19:00 , J , 002 , 128 , 50.0 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.139 , 3.873 , AM , AK , AK , recover-20250724 , 6 Ikea Batteries 0:00-24:00 UTC
2025-07-21T12:59:00 , 2025-07-24T13:37:00 , D , 011 , 128 , 50.2 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.126 , 3.864 , AM , AK , AK , recover-20250724 , 6 Ikea Batteries 0:00-24:00 UTC
2025-07-24T11:58:00 , 2025-08-07T15:48:00 , O , 033 , 256 , 234.9 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.851 , 4.162 , AM , AK , AK , recover-20250807 , 3 Paleblue Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured after recovery; Battery case connection checked
2025-07-24T11:58:00 , 2025-08-07T15:33:00 , A , 026 , 256 , 222.0 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.547 , 2.899 , AM , AK , AK , recover-20250807 , 3 Paleblue Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured after recovery; Battery case connection checked
2025-07-24T11:58:00 , 2025-07-31T14:38:00 , N , 024 , 256 , 1.7 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.566 , 4.566 , AM , AK , AM , recover-20250731 , 3 Paleblue Batteries 0:00-24:00 UTC; rechimed 2025-07-31 at 12:15:00
2025-07-24T12:19:00 , 2025-08-07T15:06:00 , H , 027 , 256 , 234.2 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.181 , 3.617 , AM , AK , AK , recover-20250807 , 9 Ikea Batteries 0:00-24:00 UTC
2025-07-24T12:19:00 , 2025-08-07T15:24:00 , R , 031 , 256 , 234.4 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.128 , 3.573 , AM , AK , AK , recover-20250807 , 9 Ikea Batteries 0:00-24:00 UTC
2025-07-31T13:48:00 , 2025-08-07T14:55:00 , Q , 030 , 256 , 116.8 , E18 Bridge, (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.329 , 3.810 , AM , AM , AK , recover-20250807 , 6 Ikea Batteries 0:00-24:00 UTC
2025-08-07T14:14:00 , 2025-08-14T13:17:00 , G , 032 , 256 , 115.4 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.329 , 3.737 , AM , AK , AK , recover-20250814 , 9 Ikea Batteries 0:00-24:00 UTC; All batteries freshly charged; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Battery case connection checked; Was recording at 1-week check-in; recovered due to snapped connection
2025-08-07T14:14:00 , 2025-08-21T13:32:00 , C , 025 , 256 , 222.7 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.130 , 3.327 , AM , AK , AK , recover-20250821 , 9 Ikea Batteries 0:00-24:00 UTC; 3 freshly charged batteries + 6 partially charged; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Battery case connection checked; Was recording at 1-week check-in and had voltage 3.724
2025-08-07T14:14:00 , 2025-08-21T12:27:00 , J , 024 , 256 , 184.2 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.133 , 3.408 , AM , AK , AK , recover-20250821 , 9 Ikea Batteries 0:00-24:00 UTC; All batteries freshly charged; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Battery case connection checked; Was recording at 1-week check-in and had voltage 3.754
2025-08-07T14:14:00 , 2025-08-21T12:59:00 , K , 028 , 256 , 231.1 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.097 , 3.622 , AM , AK , AK , recover-20250821 , 9 Ikea Batteries 0:00-24:00 UTC; All batteries freshly charged; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Battery case connection checked; Was recording at 1-week check-in and had voltage 3.695; moved to higher branch
2025-08-07T14:14:00 , 2025-08-21T13:21:00 , B , 022 , 256 , 138.5 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.371 , 3.653 , AM , AK , AK , recover-20250821 , 9 Ikea Batteries 0:00-24:00 UTC; 6 freshly charged battiers + 3 partially charged; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Battery case connection checked; Was recording at 1-week check-in and had voltage 3.810
2025-08-14T12:17:00 , 2025-08-21T13:12:00 , H , 027 , 256 , 96.6 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.209 , 3.861 , AM , AK , AK , recover-20250821 , 9 Ikea Batteries 0:00-24:00 UTC; Deployed because G's connnection snapped while checking battery voltage at 1-week check-in
2025-08-21T11:37:00 , 2025-09-02T14:23:00 , Q , 031 , 256 , 201.0 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.115 , 3.686 , AM , AK , AK , recover-20250902 , 9 Ikea Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Was recording at 1-week check-in and had voltage 3.802; silica gel packet placed in bag at check-in
2025-08-21T11:37:00 , 2025-08-28T12:38:00 , R , 030 , 256 , 116.8 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.360 , 3.838 , AM , AK , AK , recover-20250828 , 9 Ikea Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Placed on pike due to sinking tree; Was recording at 1-week check-in but was recovered due to snapped connection
2025-08-21T11:37:00 , 2025-09-02T14:46:00 , O , 032 , 256 , 201.0 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.564 , 4.566 , AM , AK , AK , recover-20250902 , 3 Paleblue Batteries 0:00-24:00 UTC; Was recording at 1-week check-in and had voltage 4.567; rechimed at 13:18:00 because it stopped recording while out of the case for voltage measurement but otherwise no issues; silica gel packet placed in case at check-in
2025-08-21T11:37:00 , 2025-08-28T13:00:00 , A , 033 , 256 , 11.9 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.558 , 4.144 , AM , AK , AK , recover-20250828 , 3 Paleblue Batteries 0:00-24:00 UTC; found in error mode and was recovered at 1-week check-in
2025-08-21T11:37:00 , 2025-09-02T13:56:00 , N , 026 , 256 , 200.7 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.573 , 4.576 , AM , AK , AK , recover-20250902 , 3 Paleblue Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Was recording at 1-week check-in and had voltage 4.535; silica gel packet placed in case at check-in
2025-08-28T11:46:00 , 2025-09-02T14:33:00 , B , 028 , 256 , 84.9 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.254 , 3.884 , AM , AK , AK , recover-20250902 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag
2025-08-28T11:46:00 , 2025-09-02T14:10:00 , H , 027 , 256 , 84.6 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.266 , 3.890 , AM , AK , AK , recover-20250902 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag
2025-09-02T13:13:00 , 2025-09-18T12:52:00 , J , 024 , 256 , 182.9 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.128 , 3.440 , AK , CT , AK , recover-20250918 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Was recording at 1-week check-in and had voltage 3.721; Found slow-red blinking; Died September 13th (UTC)
2025-09-02T13:13:00 , 2025-09-18T13:08:00 , C , 025 , 256 , 255.7 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.112 , 3.509 , AK , CT , AK , recover-20250918 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Was recording at 1-week check-in and had voltage 3.805; Found in dead mode; Died September 18th (UTC)
2025-09-02T13:13:00 , 2025-09-18T13:32:00 , R , 030 , 256 , 185.3 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.146 , 3.429 , AK , CT , AK , recover-20250918 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag;  Was recording at 1-week check-in and had voltage 3.764; Found in dead mode
2025-09-02T13:13:00 , 2025-09-09T15:29:00 , K , 022 , 256 , 92.8 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.135 , 3.845 , AK , CT , AK , recover-20250909 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; found in error mode at 1-week checkin so we recovered and replaced with Audiomoth H;
2025-09-02T13:13:00 , 2025-09-18T13:18:00 , G , 033 , 256 , 255.7 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.353 , 3.602 , AK , CT , AK , recover-20250918 , 9 Ikea Batteries 0:00-24:00 UTC; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; silica gel packet in bag; Was recording at 1-week check-in and had voltage 3.831; Repaired soldering on 2025-09-09; Found in dead mode
2025-09-09T14:12:00 , 2025-09-18T13:52:00 , H , 031 , 256 , 149.1 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.274 , 3.777 , AK , CT , AK , recover-20250918 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Replaced Audiomoth K deployed a week before on 2025-09-02; Found still recording
2025-09-18T13:08:00 , 2025-09-25T16:07:00 , K , 027 , 256 , 107.9 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.347 , 3.676 , AM , AK , AK , recover-20250925 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Configured before deployment; Found in error mode
2025-09-18T13:18:00 , 2025-10-02T16:27:00 , L , 032 , 256 , 235.1 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.131 , 3.853 , AM , AK , AK , recover-20251002 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Flashed with Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Found in sleeping mode
2025-09-18T13:52:00 , 2025-09-25T16:37:00 , O , 026 , 256 , 0.1 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.556 , 4.555 , AM , AK , AK , recover-20250925 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Configured before deployment; Found in chime mode
2025-09-18T13:32:00 , 2025-10-02T16:34:00 , A , 029 , 256 , 235.4 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.556 , 4.555 , AM , AK , AK , recover-20251002 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Configured before deployment; Found still recording
2025-09-18T12:52:00 , 2025-10-02T16:07:00 , N , 028 , 256 , 235.0 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.581 , 4.579 , AM , AK , AK , recover-20251002 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Configured before deployment; Found in sleep mode
2025-09-25T15:15:00 , 2025-10-02T16:45:00 , H , 030 , 256 , 117.2 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.163 , 3.848 , AM , AK , AK , recover-20251002 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; deployed for Audiomoth O
2025-09-25T15:15:00 , 2025-10-02T16:18:00 , G , 025 , 256 , 116.8 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.201 , 3.846 , AM , AK , AK , recover-20251002 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; deployed for Audiomoth K
2025-10-02T15:28:00 , 2025-10-16T16:20:00 , C , 033 , 256 , 232.5 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.219 , 3.635 , AM , AK , AK , recover-20251016 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; found recording at 1-week check-in
2025-10-02T15:28:00 , 2025-10-16T16:07:00 , R , 031 , 256 , 232.7 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.410 , 3.629 , AM , AK , AK , recover-20251016 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; found in sleep mode at 1-week check-in; Taped hole in bag on exterior before deployment
2025-10-02T15:28:00 , 2025-10-16T15:52:00 , J , 027 , 256 , 232.5 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.275 , 3.665 , AM , AK , AK , recover-20251016 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; found recording at 1-week check-in
2025-10-02T15:28:00 , 2025-10-09T17:09:00 , K , 022 , 256 , 117.3 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.129 , 3.804 , AM , AK , AK , recover-20251009 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; found recording at 1-week check-in; replaced with L at 16:22:00 at check-in because voltage seemed low; kept recording in lab with new SD card to see when it dies; voltage 3.612 after two weeks
2025-10-02T15:28:00 , 2025-10-16T16:37:00 , B , 026 , 256 , 233.1 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.145 , 3.608 , AM , AK , AK , recover-20251016 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; repaired just before leaving lab; checked connections with multimeter; found recording at 1-week check-in
2025-10-09T15:13:00 , 2025-10-16T16:27:00 , L , 024 , 256 , 117.0 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.133 , 3.829 , AM , AK , AK , recover-20251016 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; deployed in Foliage at 16:22:00 for K because K's voltage seemed low
2025-10-16T15:16:00 , 2025-10-23T16:13:00 , O , 032 , 256 , 116.8 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.576 , 4.540 , AM , AK , AK , recover-20251023 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; O has been repaired since last time; Flash and configuration checked; Recording stopped at 1-week check-in because voltage appeared lower than normal
2025-10-16T15:16:00 , 2025-10-23T16:01:00 , A , 022 , 256 , 116.6 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.576 , 4.525 , AM , AK , AK , recover-20251023 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Flash and configuration checked; Recording stopped at 1-week check-in because voltage appeared lower than normal
2025-10-16T15:16:00 , 2025-10-23T15:33:00 , N , 030 , 256 , 116.3 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.559 , 4.515 , AM , AK , AK , recover-20251023 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Flash and configuration checked; Recording stopped at 1-week check-in because voltage appeared lower than normal
2025-10-16T15:16:00 , 2025-10-30T16:28:00 , G , 025 , 256 , 233.1 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.184 , 3.596 , AM , AK , AK , recover-20251030 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Flash and configuration checked; On when recovered
2025-10-16T15:16:00 , 2025-10-30T16:19:00 , H , 028 , 256 , 232.9 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.298 , 3.616 , AM , AK , AK , recover-20251030 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Flashed to Audiomoth-Firmware-Basic 1.11.0 and configured before deployment; Taped hole in bag on exterior before deployment; Sleeping when recovered
2025-10-23T15:04:00 , 2025-10-30T16:09:00 , L , 027 , 256 , 116.8 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.145 , 3.835 , AM , AK , AK , recover-20251030 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Deployed in place of N; Sleeping when recovered
2025-10-23T15:04:00 , 2025-10-30T16:35:00 , R , 033 , 256 , 117.2 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.183 , 3.827 , AM , AK , AK , recover-20251030 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Deployed in place of A; On when recovered
2025-10-23T15:04:00 , 2025-10-30T16:46:00 , B , 026 , 256 , 116.9 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.299 , 3.832 , AM , AK , AK , recover-20251030 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Deployed in place of O; rechimed 16:19:00; Sleeping when recovered
2025-10-30T15:40:00 , 2025-11-13T17:22:00 , O , 024 , 256 , 214.8 , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.587 , 4.169 , AM , AK , AK , recover-20251113 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Sleeping when deployed; Was on at 1-week check-in and had voltage 4.544; Found in error mode at recovery
2025-10-30T15:40:00 , 2025-11-13T17:08:00 , A , 022 , 256 , 230.4 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.544 , 2.869 , AM , AK , AK  , recover-20251113 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Sleeping when deployed; Was on at 1-week check-in and had voltage 4.533; Found in error mode at recovery
2025-10-30T15:40:00 , 2025-11-13T16:15:00 , N , 031 , 256 , 233.4 , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.580 , 4.573 , AM , AK , AK , recover-20251113 , 3 Paleblue Batteries 0:00-24:00 UTC; silica gel packet in case; Sleeping when deployed; Was on at 1-week check-in and had voltage 4.571; Found on at recovery
2025-10-30T15:40:00 , 2025-11-07T17:25:00 , K , 030 , 256 , 94.2 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.139 , 3.948 , AM , AK , AK , recover-20251107 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; On when deployed but don't remember if it was recording or sleeping; Found flashing at 1-week check-in and was recovered
2025-10-30T15:40:00 , 2025-11-13T16:48:00 , C , 032 , 256 , 225.7 , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.374 , 3.660 , AM , AK , AK , recover-20251113 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Recording when deployed; Was on at 1-week check-in and had voltage 3.830; Found on at recovery
2025-11-07T16:31:00 , 2025-11-13T16:59:00 , H , 027 , 256 , 99.9 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.124 , 3.835 , AM , AK , AK , recover-20251113 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Deployed in place of K; Found in error mode at recovery
2025-11-13T15:28:00 , (DATE-TIME) , L , 030 , 256 , (AMOUNT-RECOVERED) , Telephone Field , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.327 , (VOLT-END) , AM , AK , (UPLOADER) , (RECOVER-DATE) , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Found sleeping at 1-week check-in
2025-11-13T15:28:00 , 2025-11-20T16:51:00 , R , 026 , 256 , 117.0 , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.132 , 3.809 , AM , AK , AK , recover-20251120 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Found recording at 1-week check-in; Recovered at 1-week check-in because it was put into error mode by handling
2025-11-13T15:28:00 , 2025-11-20T16:59:00 , K , 025 , 256 , 100.5 , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.127 , 3.872 , AM , AK , AK , recover-20251120 , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Found in error mode at 1-week check-in; Recovered at 1-week check-in
2025-11-13T15:28:00 , (DATE-TIME) , G , 033 , 256 , (AMOUNT-RECOVERED) , Carp Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.111 , (VOLT-END) , AM , AK , (UPLOADER) , (RECOVER-DATE) , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Found sleeping at 1-week check-in
2025-11-13T15:28:00 , (DATE-TIME) , J , 028 , 256 , (AMOUNT-RECOVERED) , E18 Bridge , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.117 , (VOLT-END) , AM , AK , (UPLOADER) , (RECOVER-DATE) , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; Sleeping when deployed; Found recording at 1-week check-in
2025-11-20T15:29:00 , (DATE-TIME) , B , 024 , 256 , (AMOUNT-RECOVERED) , Central Pond , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.360 , (VOLT-END) , AM , AK , (UPLOADER) , (RECOVER-DATE) , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; electrical tape on external mic pins; deployed in place of R; Deployed onto a different branch about 3 feet away because harder to walk to original location
2025-11-20T15:29:00 , (DATE-TIME) , H , 027 , 256 , (AMOUNT-RECOVERED) , Foliage , (LATITUDE) , (LONGITUDE) , 192000 , Medium , None , None , 300 , 300 , 4.150 , (VOLT-END) , AM , AK , (UPLOADER) , (RECOVER-DATE) , 9 Ikea Batteries 0:00-24:00 UTC; silica gel packet in bag; electrical tape on external mic pins; deployed in place of K
(DATE-TIME) , (DATE-TIME) , (AUDIOMOTH-NAME) , (SD-NUM) , (SD-SIZE) , (AMOUNT-RECOVERED) , (SITE) , (LATITUDE) , (LONGITUDE) , (SAMPLE-RATE) , (GAIN) , (FILTER) , (AMP-THRESHOLD) , (TIME-ON) , (TIME-OFF) , (VOLT-START) , (VOLT-END) , (DEPLOYER) , (SCRIBE) , (UPLOADER) , (RECOVER-DATE) , (NOTES)
