Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	6.790142000	6.791166000	38000.000	81000.000	1.0000
1	Spectrogram 1	1	6.790142000	6.791166000	38000.000	81000.000	1.0000
2	Waveform 1	1	6.968318000	6.969342000	38000.000	81000.000	1.0000
2	Spectrogram 1	1	6.968318000	6.969342000	38000.000	81000.000	1.0000
3	Waveform 1	1	7.244798000	7.245822000	38000.000	81000.000	1.0000
3	Spectrogram 1	1	7.244798000	7.245822000	38000.000	81000.000	1.0000
4	Waveform 1	1	7.306238000	7.307262000	38000.000	81000.000	1.0000
4	Spectrogram 1	1	7.306238000	7.307262000	38000.000	81000.000	1.0000
5	Waveform 1	1	7.383038000	7.393278000	38000.000	81000.000	0.2500
5	Spectrogram 1	1	7.383038000	7.393278000	38000.000	81000.000	0.2500
6	Waveform 1	1	7.527934000	7.529470000	38000.000	81000.000	1.0000
6	Spectrogram 1	1	7.527934000	7.529470000	38000.000	81000.000	1.0000
7	Waveform 1	1	7.651838000	7.653374000	38000.000	81000.000	1.0000
7	Spectrogram 1	1	7.651838000	7.653374000	38000.000	81000.000	1.0000
8	Waveform 1	1	7.718398000	7.719422000	38000.000	81000.000	1.0000
8	Spectrogram 1	1	7.718398000	7.719422000	38000.000	81000.000	1.0000
9	Waveform 1	1	7.790078000	7.792638000	38000.000	81000.000	0.4000
9	Spectrogram 1	1	7.790078000	7.792638000	38000.000	81000.000	0.4000
10	Waveform 1	1	7.874046000	7.876606000	38000.000	81000.000	1.0000
10	Spectrogram 1	1	7.874046000	7.876606000	38000.000	81000.000	1.0000
11	Waveform 1	1	7.963646000	7.964670000	38000.000	81000.000	1.0000
11	Spectrogram 1	1	7.963646000	7.964670000	38000.000	81000.000	1.0000
12	Waveform 1	1	8.057342000	8.059390000	38000.000	81000.000	1.0000
12	Spectrogram 1	1	8.057342000	8.059390000	38000.000	81000.000	1.0000
13	Waveform 1	1	8.247806000	8.249854000	38000.000	81000.000	1.0000
13	Spectrogram 1	1	8.247806000	8.249854000	38000.000	81000.000	1.0000
14	Waveform 1	1	8.446462000	8.448510000	38000.000	81000.000	1.0000
14	Spectrogram 1	1	8.446462000	8.448510000	38000.000	81000.000	1.0000
15	Waveform 1	1	45.913598000	45.914622000	38000.000	81000.000	1.0000
15	Spectrogram 1	1	45.913598000	45.914622000	38000.000	81000.000	1.0000
16	Waveform 1	1	46.099966000	46.100990000	38000.000	81000.000	1.0000
16	Spectrogram 1	1	46.099966000	46.100990000	38000.000	81000.000	1.0000
17	Waveform 1	1	46.669822000	46.671870000	38000.000	81000.000	1.0000
17	Spectrogram 1	1	46.669822000	46.671870000	38000.000	81000.000	1.0000
18	Waveform 1	1	181.048830000	181.049854000	38000.000	81000.000	1.0000
18	Spectrogram 1	1	181.048830000	181.049854000	38000.000	81000.000	1.0000
19	Waveform 1	1	181.507070000	181.508094000	38000.000	81000.000	1.0000
19	Spectrogram 1	1	181.507070000	181.508094000	38000.000	81000.000	1.0000
20	Waveform 1	1	181.762046000	181.763070000	38000.000	81000.000	1.0000
20	Spectrogram 1	1	181.762046000	181.763070000	38000.000	81000.000	1.0000
21	Waveform 1	1	181.828606000	181.829630000	38000.000	81000.000	1.0000
21	Spectrogram 1	1	181.828606000	181.829630000	38000.000	81000.000	1.0000
22	Waveform 1	1	181.883902000	181.884926000	38000.000	81000.000	1.0000
22	Spectrogram 1	1	181.883902000	181.884926000	38000.000	81000.000	1.0000
23	Waveform 1	1	182.014974000	182.015998000	38000.000	81000.000	1.0000
23	Spectrogram 1	1	182.014974000	182.015998000	38000.000	81000.000	1.0000
